,enriched_smiles,name
964,[Li]<-N(=C(N(C)C)N(C)C)c1ccccc1C(=O)OC,ligand6359-0
965,[Be]=[C]1N(C(C)C)c2ccc(-c3ccc(SC)cc3)cc2N1C(C)C,ligand6367-0
966,[Be]=[C]1N(C)C=C2C3=CC=C(CCc4c(F)c(F)c(c(F)c4F)CC3)N12,ligand6370-0
967,[Li]<-P(CO)(CO)c1ccccc1,ligand1010-0
968,[Be]=[C]1N(C)C=CN1Cc1ccccc1OC,ligand433-0
969,[Be]=[C]1N(Cn2cccn2)C=CN1Cn1cccn1,ligand6393-0
970,[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)OCC1c1ccccc1,ligand6403-0
971,[Li]<-n1c(C)cc(Cl)c2cc(C)c3c(Cl)cc(C)nc3c21,ligand6408-0
972,[Be]=[C](Nc1ccccc1)NC(C)C,ligand6414-0
973,[Li]<-n1cccc(N)c1N,ligand6416-0
974,[Li]<-S=C(N)NCC=C,ligand1404-0
975,[Be]=[C]1N(c2ccccc2OC)CCCN1c1c(C(C)C)cccc1C(C)C,ligand6436-0
976,[Li]<-P(OC1CC(C)CCC1C(C)C)(c1ccccc1)C(C)(C)C,ligand6457-0
977,[Be]=[C]1N(Cc2ccccc2)c2ccccc2N1Cc1c(C)c(C)cc(C)c1C,ligand6465-0
978,[Be]=[C]1Sc2ccccc2N1CC,ligand6468-0
979,[Li]<-n1ccnc(C(=O)OC)c1,ligand6470-0
980,[Li]<-P(CP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,ligand6474-0
981,[Be]=[C](C=C(c1ccccc1)c1ccccc1)N(CC)CC,ligand6477-0
982,[Li]<-n1c(C)c(C(=O)c2ccco2)c(O)n1-c1ccccc1,ligand6478-0
983,[Be]=[C]1N(C)c2ccccc2N1CCO,ligand1298-0
984,[Li]<-n1cccc2cc(OC)ccc21,ligand168-0
985,[Li]<-n1c(C)cn(Cn2nnc3ccccc32)c1C,ligand6500-0
986,[Li]<-N(=C(C)c1ccccc1)N(C)C,ligand6414-0
987,[Be]=[C]1N=C(Cl)N(C)CCN1C,ligand6514-0
988,[Li]<-S=C1NCCN1c1c(C)cccc1C,ligand6527-0
989,[Li]<-n1cc[nH]c1C(C)C,ligand1385-0
990,[Li]<-O=[N+]1C=CC(=[N+]([O-])[O-])C=C1,ligand6545-0
991,[Li]<-n1ccccc1-c1cccc(-c2ccccn2)n1,ligand6549-0
992,[Li]<-N(=C(NC(C)C)NC(C)C)c1ccc(I)cc1F,ligand6556-0
993,[Li]<-n1cn(CCC)c2ccccc21,ligand257-0
994,[Li]<-P(C(C)=P(c1ccccc1)(c1ccccc1)c1ccccc1)(C1CCCCC1)C1CCCCC1,ligand6558-0
995,[Li]<-n1cccc(C(=O)Nc2ccc(Br)c3ccccc23)c1,ligand6561-0
996,[Li]<-n1nc(-c2ccccc2)n2nc(-c3ccccc3)ccc21,ligand6577-0
997,[Li]<-NC(C)(C)Cc1ccccc1C=Cc1ccccc1,ligand6589-0
998,[Be]=[C]1N(C)c2ccccc2N1Cc1ccccc1SC(C)C,ligand6607-0
999,[Li]<-p1ccccc1,ligand6612-0
1000,[Li]<-n1ccn(C)c1N=Nc1cccc2ccccc12,ligand6081-0
1001,[Li]<-n1n[nH]c2ccccc21,ligand6631-0
1002,[Li]<-N(=Cc1ccco1)c1ccc(F)cc1,ligand6634-0
1003,[Li]<-P1(C(c2ccccc2)(c2ccccc2)c2ccccc2)OC12CCC2,ligand6638-0
1004,[Li]<-[O-][n+]1c(C)cccc1C,ligand1506-0
1005,[Li]<-Nc1c(F)cc(F)cc1F,ligand6645-0
1006,[Li]<-N(=Cc1ccc(Cl)cc1Cl)c1ccc(O)cc1,ligand6646-0
1007,[Be]=[C]1N(C(C)C)CCCN1C(C)C,ligand6649-0
1008,[Be]=[C](OC)C1C(c2ccccc2)C1(c1ccccc1)C(O)c1ccccc1,ligand6652-0
1009,[Li]<-S1CC=CC1,ligand6663-0
1010,[Li]<-N=C(N(C)C)N(C)C,ligand649-0
1011,[Li]<-P1(C(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)N(C(C)C)C1=NC(C)C,ligand6672-0
1012,[Be]=[C]1N2C(=C3OCC4(CC(C)CCC4C(C)C)N13)OCC21CC(C)CCC1C(C)C,ligand6691-0
1013,[Li]<-S=c1sc(SC)c(SC)s1,ligand6695-0
1014,[Li]<-P(c1nccn1Cc1ccccc1)(c1nccn1Cc1ccccc1)c1nccn1Cc1ccccc1,ligand6705-0
1015,[Li]<-Pc1ccccc1,ligand6709-0
1016,[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)C(c2ccccc2)=C2c3ccccc3CC(CC(C)C)N12,ligand6711-0
1017,[Li]<-n1c2n(c3c(F)c(F)c(F)c(F)c3c1=O)C(C)(C)CC2,ligand6727-0
1018,[Be]=[C]1N(C23CC4CC(CC(C4)C2)C3)c2ccccc2N1C12CC3CC(CC(C3)C1)C2,ligand6733-0
1019,[Li]<-p1(C([Si](C)(C)C)[Si](C)(C)C)cc(-c2ccccc2)c(N(C)C)n1,ligand6751-0
1020,[Li]<-n1ccc2c(c1)C(=O)c1ccncc1C2=O,ligand6762-0
1021,[Li]<-n1ccn(-c2c3ccccc3nc3ccccc23)c1,ligand6767-0
1022,[Be]=[C]1Nc2cc(C(=O)OC)c(C(=O)OC)cc2N1C,ligand6769-0
1023,[Be]=[C]1N(Cc2ccccc2)C=CN1c1ccc(-c2nc(C(C)(C)C)no2)cc1,ligand6775-0
1024,[Be]=[C]1N2CCCC2CN1C(C)c1ccccc1,ligand4069-0
1025,[Li]<-n1cccc(NS(C)(=O)=O)c1,ligand6788-0
1026,[Li]<-n1c(-c2ccc3ccc4cccc5ccc2c3c45)n(Cc2ccc3ccc4cccc5ccc2c3c45)c2ccccc21,ligand6801-0
1027,[Be]=[C](CCC)OCC,ligand6813-0
1028,[Li]<-S1CCOCCSCC1,ligand6819-0
1029,[Li]<-n1ccccc1C(=O)OC,ligand1810-0
1030,[Be]=[C]1N(CC(=O)C(C)(C)C)C=CN1C(C)C,ligand1234-0
1031,[Be]=[C]1N(CCC)C=C2C=CC=CN12,ligand257-0
1032,[Li]<-n1ccc(C(=O)N2CCOCCOCCOCCOCC2)cc1,ligand6902-0
1033,[Li]<-P(C)(C)C(C)C,ligand6903-0
1034,[Li]<-P([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C,ligand6904-0
1035,[Li]<-P1(c2ccccc2)c2ccccc2S(=O)(=O)c2ccccc21,ligand6913-0
1036,[Be]=[C]1N(C)C=CN1c1ccccn1,ligand5363-0
1037,[Li]<-P12C3C=CC(CC3)P1C1C=CC2CC1,ligand6936-0
1038,[Li]<-P(=C(OC(=O)c1ccccc1)c1ccccc1)C([Si](C)(C)C)[Si](C)(C)C,ligand6951-0
1039,[Li]<-S=C(NCC)NCC,ligand1289-0
1040,[Li]<-n1c(C)c(Br)c(C)n1-c1ccccc1,ligand6981-0
1041,[Li]<-n1ccc2c(c1)C(=O)NC2=O,ligand6982-0
1042,[Li]<-n1cccc(CN)c1,ligand135-0
1043,[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)N=C(c2ccccc2)OC1c1ccccc1,ligand6991-0
1044,[Li]<-N1=C(N)SCC1,ligand5789-0
1045,[Li]<-P(N=C(N(C)C)N(C(C)C)C(C)C)C([Si](C)(C)C)[Si](C)(C)C,ligand7009-0
1046,[Be]=[C]1N(C)C=CN1Cc1c2ccccc2cc2ccccc12,ligand594-0
1047,[Be]=[C]1N(CC)C(C)=C(C)N1CC,ligand383-0
1048,[Be]=[C]1N(C)c2c(n(C)c(=O)n(CCO)c2=O)N1C,ligand7024-0
1049,[Li]<-N(c1c(C)cccc1C)=[Si](C)C,ligand7025-0
1050,[Li]<-P(NP(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,ligand7026-0
1051,[Li]<-P1(c2ccccc2)C2(C)CC3(C)OC(C)(CC1(C)O3)O2,ligand7027-0
1052,[Li]<-P1(c2ccccc2)CC12CC21CC1=C,ligand1376-0
1053,[Be]=[C]=CC(C)(C)C,ligand7038-0
1054,[Li]<-N1=C(N2CCCCC2)ON2C(C)(C)COC21C,ligand7041-0
1055,[Li]<-N(=O)c1ccc(N(C)C)cc1C,ligand7046-0
1056,[Li]<-n1cc[nH]c1N=Nc1ccccc1,ligand7059-0
1057,[Be]=[C](N(C(C)C)C(C)C)[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,ligand7060-0
1058,[Be]=[C]1N(C(C)C)c2nc3ccccc3nc2N1C(C)C,ligand7066-0
1059,[Li]<-P(CC(=O)O)(c1ccccc1)c1ccccc1,ligand7077-0
1060,[Be]=[C]1N(CCCC)CC(C(C)C)N1C(C)(C)C,ligand7080-0
1061,[Be]=[C](N)c1ccccc1,ligand1008-0
1062,[Li]<-P1(c2ccccc2)CCC2(CC1)OC#CO2,ligand7109-0
1063,[Li]<-n1c(-c2ccccn2)ccn1Cc1ccccn1,ligand6081-0
1064,[Be]=[C](N(C)c1c(C(C)C)cccc1C(C)C)N(C)c1c(C(C)C)cccc1C(C)C,ligand7114-0
1065,[Li]<-P(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,ligand7130-0
1066,[Li]<-NCc1ccc(Cl)cc1,ligand7147-0
1067,[Li]<-P(CC=C)(C(C)C)C(C)C,ligand7156-0
1068,[Li]<-P(c1ccccc1)(c1ccccc1)C(C)c1cc(C)ccc1C,ligand2005-0
1069,[Be]=[C](c1ccccc1)N(C)C(OC(C)=O)c1ccccc1,ligand7162-0
1070,[Li]<-[O-][n+]1cccc2ccccc21,ligand7165-0
1071,[Li]<-n1ccn2ccccc21,ligand515-0
1072,[Li]<-n1cnn2c(-c3ccccc3)cc(-c3ccccc3)nc21,ligand6577-0
1073,[Be]=[C](C(C)=C1OC(C2COC(C)(C)O2)C2OC(C)(C)OC12)N(CC)CC,ligand7188-0
1074,[Li]<-P1(OC(C)c2ccccc2)N(Cc2ccccc2)C2CCCCC2N1Cc1ccccc1,ligand7190-0
1075,[Be]=[C]1N(Cc2ccccc2)CC2CCCN12,ligand5903-0
1076,[Be]=[C](C=C(c1ccccc1)c1ccccc1)OC,ligand7212-0
1077,[Li]<-S=C(NC(=O)c1ccccc1)N(CC)CC,ligand7221-0
1078,[Be]=[C](C#C)N1CCCC1,ligand222-0
1079,[Li]<-P1(c2ccccc2)C2CC(C(=O)CC)C1C(C)=C2C,ligand1575-0
1080,[Li]<-S=c1[nH]c2ccccc2[nH]1,ligand5700-0
1081,[Be]=[C]1N(CCOC)C=CN1c1c(C(C)C)cccc1C(C)C,ligand7230-0
1082,[Li]<-O=C1C2CC3CC(C2)CC(C3)C12C1CC3CC(C1)CC2C3,ligand7235-0
1083,[Li]<-P(c1ccccc1)(c1ccccc1OC)c1ccccc1OC,ligand7238-0
1084,[Li]<-P12C=NNC1C(c1ccccc1)=CC(c1ccccc1)=CC2,ligand7241-0
1085,[Li]<-P(Cl)(I)C([Si](C)(C)C)[Si](C)(C)C,ligand7242-0
1086,[Be]=[C]1N(c2ccc(F)cc2)C=CN1C(C)C,ligand7249-0
1087,[Be]=[C]1N(Cc2cccc(-c3c(C)cc(C)cc3C)n2)C=CN1c1c(C)cc(C)cc1C,ligand7251-0
1088,[Li]<-n1cccc(C(F)(F)F)c1,ligand6645-0
1089,[Li]<-P(CCP(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,ligand7255-0
1090,[Li]<-N(NC(=O)Nc1ccccc1)=C(C)C,ligand6150-0
1091,[Li]<-P(CSc1ccccc1)(c1ccccc1)c1ccccc1,ligand7258-0
1092,[Li]<-n1ccc(-c2ccccn2)cc1,ligand2648-0
1093,[Be]=[C]1CN(CC=C)CN1c1c(C(C)C)cccc1C(C)C,ligand7268-0
1094,[Li]<-n1ccc(OC)cc1,ligand1204-0
1095,[Li]<-NS(=O)(=O)c1ccc(Cl)cc1,ligand7275-0
1096,[Li]<-S=C(NC(=O)c1ccccc1)Nc1cccc(C)n1,ligand7277-0
1097,[Li]<-NCc1ccccc1N=Cc1ccc[nH]1,ligand7288-0
1098,[Be]=[C]1CCCO1,ligand7293-0
1099,[Li]<-n1cn(CCCCCCCCCCCCCCCC)c2ccccc21,ligand7303-0
1100,[Be]=[C]1C=C(c2ccccc2)C2=C(CC(C)(C)C=C2N2CCOCC2)O1,ligand7304-0
1101,[Li]<-N#Cc1ccc([N+](=O)[O-])cc1,ligand6982-0
1102,[Li]<-S=c1sc2ccccc2n1C,ligand7315-0
1103,[Li]<-P(Cl)(c1ccccc1)c1ccccc1,ligand7316-0
1104,[Li]<-P(CC1COc2cscc2O1)(c1ccccc1)c1ccccc1,ligand7345-0
1105,[Li]<-N#Cc1ccc(OC)cc1,ligand5269-0
1106,[Li]<-n1ccn(COC2C3(C)CCC(C3)C2(C)C)c1,ligand7350-0
1107,[Be]=[C]1N(CCCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)C=CN1c1c(C)cc(C)cc1C,ligand7358-0
1108,[Be]=[C]1NC(C)=CS1,ligand678-0
1109,[Li]<-NCc1ccco1,ligand7374-0
1110,[Li]<-n1cccc(NC(=O)Nc2cccc3ccccc23)c1,ligand7386-0
1111,[Li]<-P12OCC(O1)C1OC3OC4(CCCCC4)OC3C1O2,ligand7388-0
1112,[Be]=[C]1N(C)C=CN1CCN1C(=O)c2ccccc2C1=O,ligand7390-0
1113,[Li]<-N1=C(c2ccccc2F)NCC1,ligand7391-0
1114,[Li]<-n1c(-c2ccc(Cl)cc2)n(Cc2ccc(Cl)cc2)c2ccccc21,ligand7394-0
1115,[Be]=[C]1N(c2c(C)cc(C)cc2C)C(Cl)=C(Cl)N1c1c(C)cc(C)cc1C,ligand7395-0
1116,[Li]<-P(OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)c1ccccc1,ligand7406-0
1117,[Li]<-P(CC(Nc1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,ligand7411-0
1118,[Be]=[C]1N(C)c2ccccc2N1c1cccc(C)c1-c1c(C)cccc1N(C)C,ligand7420-0
1119,[Li]<-NCCc1ccccn1,ligand588-0
1120,[Be]=[C]1N(C)C=CN1c1ncccc1C,ligand7429-0
1121,[Li]<-P(Cl)(Cl)c1c(-c2c(C)cc(C)cc2C)cccc1-c1c(C)cc(C)cc1C,ligand7435-0
1122,[Li]<-n1c2n(c3ccccc31)Cc1ccccc1CS2,ligand7466-0
1123,[Li]<-S=c1[nH]nc(C)c(=O)[nH]1,ligand7473-0
1124,[Li]<-N(=C1C(=O)c2cccc3cccc1c23)c1c(C(C)C)cccc1C(C)C,ligand7479-0
1125,[Li]<-NCCCCCCCCCC,ligand899-0
1126,[Li]<-P(c1ccccc1)(c1ccccc1)C(C)C,ligand7491-0
1127,[Li]<-[AsH2]c1ccccc1,ligand7493-0
1128,[Li]<-P1(NC(C)C)C2CCCC1CCC2,ligand7496-0
1129,[Li]<-P(c1ccccc1)(c1ccccc1)c1cccc2c(F)c(F)c(F)c(F)c12,ligand7499-0
1130,[Be]=[C]1N(C)C(c2ccc(OC)cc2)=C2C=CC=CN12,ligand1760-0
1131,[Li]<-n1ccnc(C(N)=O)c1,ligand7541-0
1132,[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)C(c2ccccc2)N1C,ligand7548-0
1133,[Li]<-n1c(N)ccn(C)c1=O,ligand7550-0
1134,[Li]<-n1c(CC)[nH]c(C)c1Cc1nc(CC)[nH]c1C,ligand7559-0
1135,[Li]<-n1ccn(-c2c(C)cc(C)cc2C)c1,ligand567-0
1136,[Li]<-n1coc2ccccc21,ligand5296-0
1137,[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)C(C)(C)CC1(C)C,ligand7587-0
1138,[Li]<-P(c1ccccc1)(c1ccccc1)c1cnc(-n2ccnc2)s1,ligand7591-0
1139,[Be]=[C]1N(Cc2ccc(OC)cc2)C=CN1Cc1ccc(OC)cc1,ligand7600-0
1140,[Be]=[C]1N(Cc2cc([N+](=O)[O-])ccn2)C=CN1c1c(C)cc(C)cc1C,ligand7602-0
1141,[Li]<-P(CC(C)(C)C)(C(C)(C)C)C(C)(C)C,ligand7610-0
1142,[Be]=[C](c1ccccc1)N(C)C,ligand437-0
1143,[Li]<-P(Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1,ligand244-0
1144,[Li]<-n1ccn(-c2ccc(C(C)=O)cc2)c1,ligand7644-0
1145,[Li]<-[S+](C)([O-])Cc1ccccc1,ligand5256-0
1146,[Li]<-n1cn(CC(=O)N2c3ccccc3Oc3ccccc32)c2ccccc21,ligand7671-0
1147,[Li]<-P(c1ncc[nH]1)(C(C)(C)C)C(C)(C)C,ligand7677-0
1148,[Li]<-P(CC#C)(c1ccccc1)c1ccccc1,ligand7685-0
1149,[Li]<-n1cccc(N=Cc2cc(Cl)ccc2O)c1,ligand2207-0
1150,[Be]=[C]1N(CCCC)C=CN1Cc1cc(OC)c(OC)c(OC)c1,ligand7716-0
1151,[Li]<-p1c(-c2ccccc2)cc(-c2ccccc2)cc1-c1ccc(OC)c(OC)c1,ligand7720-0
1152,[Li]<-n1[nH]c(C)c(C(C)=O)c1N,ligand7740-0
1153,[Be]=[C](c1cccc(C(=O)OC(C)c2cccc3ccccc23)c1C)N(C)C,ligand7742-0
1154,[Be]=[C]1N(c2c(C)cc(C)cc2C)CCN1c1c(C(C)C)cccc1C(C)C,ligand7744-0
1155,[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)CCCN1c1c(C(C)C)cccc1C(C)C,ligand7771-0
1156,[Li]<-N1=CN(Cc2c(C)c(C)cc(C)c2C)CC1,ligand7773-0
1157,[Li]<-S=P(c1ccccc1)(c1ccccc1)c1ccccc1,ligand7774-0
1158,[Li]<-P(c1nccn1C)(C(C)(C)C)C(C)(C)C,ligand7776-0
1159,[Li]<-n1ccn(C(C)C)c1,ligand1385-0
1160,[Li]<-S1C(C)SC(C)SC1C,ligand7788-0
1161,[Li]<-n1c(C=Nc2ccc(C)cc2)cccc1OC,ligand7790-0
1162,[Be]=[C](Oc1c(C(C)C)cccc1C(C)C)N(c1c(C)cccc1C)C12CC3CC(CC(C3)C1)C2,ligand7792-0
1163,[Li]<-P(CCCOCC)(c1ccc(C)cc1)c1ccc(C)cc1,ligand5550-0
1164,[Li]<-N1C2Cc3cc(OC)c(OC)cc3C1CC(c1ccc(OC)c(OC)c1)NC2=O,ligand7795-0
1165,[Li]<-P1(N(C(C)C)C(C)C)OC(C)=CC1c1ccccc1,ligand7796-0
1166,[Be]=[C](NC1CCCCC1)n1ncc2ccccc21,ligand7804-0
1167,[Li]<-n1ccccc1CCO,ligand1506-0
1168,[Be]=[C]1N(Cc2cccc(C#N)c2)c2ccccc2N1C(C)C,ligand2465-0
1169,[Li]<-n1ccn(CC)c1N=Nc1ccccc1SC,ligand7823-0
1170,[Li]<-P(c1ccccc1)(c1ccc(Br)cc1)C(C)(C)C,ligand7824-0
1171,[Li]<-P(C(C)(C)C)C(C)(C)C,ligand1855-0
1172,[Li]<-N=C(CC)N=P(c1ccccc1)(c1ccccc1)c1ccccc1,ligand7849-0
1173,[Be]=[C]1N(Cc2ncc(C)c(OC)c2C)C=CN1c1c(C)cc(C)cc1C,ligand7857-0
1174,[Li]<-S=C(N)NN=C(C)c1ccc(Cl)s1,ligand7875-0
1175,[Li]<-n1cc(C(=O)O)ccc1C(=O)O,ligand4275-0
1176,[Li]<-P(c1ccc(C(F)(F)F)cc1)(C(C)(C)C)C(C)(C)C,ligand7885-0
1177,[Li]<-NCC12CC3CC(CC(C3)C1)C2,ligand7899-0
1178,[Li]<-O=P(CCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,ligand7255-0
1179,[Li]<-P1(c2ccccc2)Cc2ccc3ccccc3c2-c2c(ccc3ccccc23)C1,ligand2982-0
1180,[Li]<-N(=Cc1ccccc1O)CCCN(C)C,ligand7912-0
1181,[Li]<-n1ccccc1Nc1ccccn1,ligand7915-0
1182,[Li]<-n1ccccc1C(=NNC(=O)c1ccccc1)c1ccccn1,ligand7916-0
1183,[Be]=[C]1N(CCCB2OC(C)(C)C(C)(C)O2)C=CN1c1ccccc1,ligand7918-0
1184,[Li]<-P12O[C]C(CC)([C]O1)[C]O2,ligand7921-0
1185,[Li]<-SC(C)(C)C,ligand2265-0
1186,[Be]=[C]1N(C(C)C)c2cccc3cccc(c23)N1C(C)C,ligand3007-0
1187,[Li]<-P1(Oc2ccccc2)Oc2cccc3c2C2(CC3)CCc3cccc(c32)O1,ligand7946-0
1188,[Be]=[C]1N(CCC)C=CN1c1c(C)cc(C)cc1C,ligand2513-0
1189,[Li]<-N1=[N+]=C(Cc2ccc(N([O-])[O-])cc2)[S+]=C1N,ligand7953-0
1190,[Li]<-[As](C)(c1ccccc1)c1ccccc1,ligand7972-0
1191,[Li]<-p1(-c2ccccc2)cc(C)c(C)c1C(=O)OC,ligand7980-0
1192,[Li]<-n1c(C)ccc2ccccc21,ligand4578-0
1193,[Li]<-n1cnn(CC(=O)c2ccccc2)c1,ligand7985-0
1194,[Li]<-S=C1SC(C)N1CC,ligand7987-0
1195,[Li]<-N(O)=Cc1ccc(OC)c(OC)c1,ligand7992-0
1196,[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)CCCCN1c1c(C(C)C)cccc1C(C)C,ligand8007-0
1197,[Li]<-P(Oc1c(C)cccc1C)(Oc1c(C)cccc1C)Oc1c(C)cccc1C,ligand8022-0
1198,[Li]<-n1cnn2c(C(C)(C)C)cc(C(C)(C)C)nc21,ligand7559-0
1199,[Li]<-p1(C([Si](C)(C)C)[Si](C)(C)C)nc(-c2ccccc2)c(C(=O)OC)c1C(=O)OC,ligand8042-0
1200,[Be]=[C]1N(CC)C=CN1C(C)C,ligand2156-0
1201,[Li]<-N1(c2ccccc2)CC1,ligand4324-0
1202,[Li]<-N1=C(CC)OCC1,ligand191-0
1203,[Li]<-N(C)C(C)C(O)c1ccccc1,ligand8073-0
1204,[Be]=[C]1N(CCOC)c2ccccc2N1Cc1c(C)cc(C)cc1C,ligand1724-0
1205,[Li]<-n1ccc(C(C)C)[nH]1,ligand1385-0
1206,[Li]<-P(=C=NC(C)(C)C)C(c1ccccc1)(c1ccccc1)c1ccccc1,ligand8092-0
1207,[Li]<-Nc1ccc2c(c1)Cc1ccccc1-2,ligand2751-0
1208,[Li]<-P12OCC(C)(CO1)O2,ligand8109-0
1209,[Be]=[C]1N(CC)c2cc(C)c(C)cc2N1CC,ligand2253-0
1210,[Be]=[C]1N(CCSc2ccccc2)C=CN1Cc1ccccc1,ligand8118-0
1211,[Li]<-NCCCCC,ligand8133-0
1212,[Li]<-P(c1ccccc1)(c1cccc2c1oc1ccccc12)C(C)C,ligand8136-0
1213,[Li]<-n1c2cccc1COCCOCc1cccc(n1)COCCOC2,ligand8151-0
1214,[Li]<-N1=C(NN=C(C)C2=NCCS2)SCC1,ligand8153-0
1215,[Li]<-P1(NC(C)(C)C)N(C(C)(C)C)[PH](=O)N1C(C)(C)C,ligand8164-0
1216,[Li]<-n1c(Cc2ccccc2)[nH]c2ccccc21,ligand3203-0
1217,[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)C=CN1C1CCCCCCCCCCCCCC1,ligand8181-0
1218,[Li]<-P(c1ccccc1)(c1ccccc1)C1CC2OC1c1ccccc12,ligand8188-0
1219,[Li]<-n1c(N)c(C)cn(CC)c1=O,ligand8190-0
1220,[Li]<-P(Cl)(C(=O)c1ccccc1)C([Si](C)(C)C)[Si](C)(C)C,ligand8199-0
1221,[Li]<-n1cccc(C=O)c1N,ligand307-0
1222,[Li]<-S=C(NC)NN=C(C)C(=O)OC,ligand8210-0
1223,[Li]<-N1CCN(C)CC1,ligand8211-0
1224,[Li]<-P1(c2ccc(C)cc2)CC2C(Cl)(Cl)C2(C)C1,ligand8222-0
1225,[Be]=[C]1N(Cc2cc(OC)c(OC)c(OC)c2)C=CN1Cc1cc(OC)c(OC)c(OC)c1,ligand8223-0
1226,[Li]<-n1ccc(CCc2ccncc2)cc1,ligand8238-0
1227,[Be]=[C]1N(C)c2ccccc2N1CC(=O)NCCC,ligand1890-0
1228,[Li]<-p1(-c2ccccc2)cc(C)c2c1C(OC)C(c1ccccc1)CC2,ligand8245-0
1229,[Li]<-P(Oc1ccccc1Br)(C(C)C)C(C)C,ligand8248-0
1230,[Be]=[C]1N(c2ccccc2)CCN1c1c(C(C)C)cccc1C(C)C,ligand86-0
1231,[Li]<-n1cccc(C(=O)O)c1,ligand3691-0
1232,[Li]<-n1cc(C)n(-c2ccccc2)c1,ligand3116-0
1233,[Li]<-P(c1ccccc1)(c1ccccc1)c1ccc(OC(=O)C(Cl)Cl)cc1,ligand8262-0
1234,[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)CC1c1ccccc1,ligand8266-0
1235,[Be]=[C]1C(c2ccc(C)cc2)=NN(c2ccccc2)N1C1CCCCC1,ligand8268-0
1236,[Li]<-O=C(N(C)C)N(C)C,ligand8271-0
1237,[Li]<-P(c1cccc2ccccc12)(c1cccc2ccccc12)c1cccc2ccccc12,ligand8293-0
1238,[Li]<-n1cn[nH]n1,ligand8320-0
1239,[Be]=[C]1N(CC=C)C=NN1C(C)C,ligand8323-0
1240,[Be]=[C](N(C(C)C)C(C)C)N(C(C)C)C(C)C,ligand8330-0
1241,[Li]<-P(CC1CC1)(C(C)(C)C)C(C)(C)C,ligand8336-0
1242,[Li]<-S=C(N)N1N=C(c2ccccc2)CC1c1ccc(Cl)cc1,ligand8341-0
1243,[Li]<-n1c(C=Cc2ccccc2)sc2ccccc21,ligand8347-0
1244,[Li]<-N(=C/c1ccc(C)o1)/N=[C-]/N=[S+]\\Cl,ligand8364-0
1245,[Li]<-S1c2ccccc2N(CC)c2ccccc21,ligand8367-0
1246,[Li]<-S1C2CCC1CC2,ligand8370-0
1247,[Be]=[C]1N(CC(C)(C)C)c2cc3ccccc3cc2N1CC(C)(C)C,ligand8372-0
1248,[Li]<-P(c1ccccc1)(c1ccccc1)c1ccccc1C,ligand8375-0
1249,[Be]=[C]1N(CCCBr)N=CN1c1c(C)cc(C)cc1C,ligand8377-0
1250,[Li]<-P(NN=CC(=O)OCC)(NN=CC(=O)OCC)c1ccccc1,ligand8390-0
1251,[Li]<-P1(C2(C)C(C)=C(C)C(C)=C2C)CC(C(F)(F)F)(C(F)(F)F)O1,ligand8396-0
1252,[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)CCOC(C)=N1,ligand8426-0
1253,[Li]<-n1ccsc1,ligand8435-0
1254,[Li]<-P1(C(c2ccccc2)(c2ccccc2)c2ccccc2)CC(C)O1,ligand8436-0
1255,[Li]<-N=C(C)OCC,ligand3637-0
1256,[Li]<-n1ccccc1N=C1c2ccccc2CN1c1ccccn1,ligand8475-0
1257,[Li]<-S=P(CC)(CC)c1ccccc1,ligand8494-0
1258,[Li]<-n1cc2ccccc2cn1,ligand8498-0
1259,[Li]<-O=Bc1ccc(OC(C)C)cc1,ligand8506-0
1260,[Li]<-N(=Cc1ccc(C)s1)c1ccccc1,ligand8510-0
1261,[Be]=[C]1N(C)c2cccc3cccc(c23)N1c1cc(C)cc(C)c1,ligand0-0
1262,[Be]=[C]1N(C)c2ccccc2N1c1ccccc1C1=NC(c2ccccc2)CO1,ligand8518-0
1263,[Be]=[C]1N(CCN2C(=O)c3ccccc3C2=O)C=CN1c1c(C)cc(C)cc1C,ligand8522-0
1264,[Li]<-P(CCC=CC#N)(c1ccccc1)c1ccccc1,ligand8528-0
