tmQMg-L ligand ID,Decoded SMILES,Connection IDs,Encoded SMILES
ligand5374-0,[H]C([H])(P(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C([H])([H])P(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"[[0], [19]]",FC(F)(F)C(F)(F)P1(CCP(->[Ir]<-1)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
ligand5375-0,[H]C1=C([H])N(C([H])([H])[H])C(C([H])([H])P(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])=N1,"[[3], [14]]",Cn1ccn2->[Ir]<-P(Cc12)(C1CCCCC1)C1CCCCC1
ligand5382-0,[H]c1nc(C(=C2SC(SC([H])([H])C([H])([H])C#N)=C(SC([H])([H])C([H])([H])C#N)S2)c2nc([H])c([H])c([H])c2[H])c([H])c([H])c1[H],"[[11], [13]]",N#CCCSC1=C(SCCC#N)SC(=C2c3ccccn3->[Ir]<-n3ccccc32)S1
ligand5418-0,[H]c1nc(C([H])(c2nc([H])c([H])c([H])c2[H])N([H])C(=O)C([H])([H])[H])c([H])c([H])c1[H],"[[0], [17]]",CC(=O)NC1c2ccccn2->[Ir]<-n2ccccc21
ligand5429-0,[H]OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])O[H],"[[0], [12]]",OCCN1CCN(CCO)->[Ir]<-1
ligand5436-0,[H]c1nc(/N=N/c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])n(C([H])([H])[H])c1[H],"[[0], [7]]",Cc1ccc(N2=Nc3n(C)ccn3->[Ir]<-2)cc1
ligand5442-0,[H]C([H])([H])C(N1[Se]N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[Se]N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[Se]N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[Se]1)(C([H])([H])[H])C([H])([H])[H],"[[0], [15]]",CC(C)(C)N1[Se]N(C(C)(C)C)[Se]2->[Ir]<-[Se]1N(C(C)(C)C)[Se]N2C(C)(C)C
ligand5444-0,[H]c1nc(/C(=N/N([H])C(=O)C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1[H],"[[7], [12]]",CC(=O)NN1->[Ir]<-n2ccccc2C=1C
ligand5449-0,[H]c1c([H])c([H])c(N([H])[H])c(C2=NC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O2)c1[H],"[[4], [14]]",CC1(C)COC2c3ccccc3N->[Ir]<-N=21
ligand5454-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])[C@]([H])(P(C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],"[[0], [16]]",CCP1(->[Ir]<-P(CC1C)(c1ccccc1)c1ccccc1)c1ccccc1
ligand5464-0,[H]/C(=N\c1c([H])c([H])c([H])c(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c1[H])c1nc([H])c([H])c([H])c1[H],"[[0], [11]]",CC1(C)OB(c2cccc(N3=Cc4ccccn4->[Ir]<-3)c2)OC1(C)C
ligand5475-0,[H]c1nc(-n2nnc(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c2[H])c([H])c([H])c1[H],"[[2], [5]]",c1ccc(Cc2cn3-c4ccccn4->[Ir]<-n3n2)cc1
ligand5484-0,[H]c1c([H])c([H])c([C@@]([H])(N2C([H])([H])C([H])([H])[C@@]3(N([H])C([H])([H])C([H])([H])C3([H])[H])C2([H])[H])C([H])([H])[H])c([H])c1[H],"[[0], [14]]",CC(c1ccccc1)N12->[Ir]<-N3CCCC3(CC1)C2
ligand5485-0,[H]C1=C([H])C([H])=C(S[C@@]2([H])C([H])([H])[C@]3([H])C(C([H])([H])[H])=C(C([H])([H])[H])[C@@]2([H])P3C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],"[[0], [20]]",CC1=C(C)C2C3S(->[Ir]<-P2(c2ccccc2)C1C3)c1ccccc1
ligand5486-0,[H]N([H])C(=O)N([H])N([H])[H],"[[3], [7]]",NC1NN->[Ir]<-O=1
ligand5489-0,[H]C1=C([H])C([H])=C(/C(OP2OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O2)=C(/OP2OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O2)C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],"[[0], [32]]",CC1(C)COP2(OC(=C(OP3(->[Ir]<-2)OCC(C)(C)CO3)c2ccccc2)c2ccccc2)OC1
ligand5490-0,[H]C1=C([H])C([H])=C([H])C(C([H])([H])N2CN(C3=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C3C([H])([H])[H])C([H])=C2[H])=N1,"[[6], [32]]",Cc1cc(C)c(N2C=CN3Cc4ccccn4->[Ir]<-[Be]=[C]32)c(C)c1
ligand5494-0,[H]C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])[H],"[[10], [25]]",COCCO1CCOCCO(C)->[Ir]<-1
ligand5498-0,[H]C1=C([H])C([H])=C2C(=C1[H])C([H])=C([H])C1=C([H])N(C([H])([H])[C@]([H])(SC3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])CN21,"[[0], [27]]",CC(C)C1CN2C=C3C=Cc4ccccc4N3[C]2=[Be]->[Ir]<-S1C1CCCCC1
ligand5500-0,[H]c1nc(-c2nc([H])c([H])n2[H])n([H])c1[H],"[[0], [9]]",c1cn2->[Ir]<-n3cc[nH]c3-c2[nH]1
ligand5502-0,[H]C([H])([H])C1(C([H])([H])[H])[C@@]2([H])C([H])([H])/C(=N\C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])[C@]1(C([H])([H])[H])C([H])([H])C2([H])[H],"[[0], [13]]",CC12CCC(CC1=N1CCN3(->[Ir]<-1)CCCC3)C2(C)C
ligand5503-0,[H]c1nc(/C(=N/OC([H])([H])[H])C([H])([H])[H])c([H])c([H])c1[H],"[[1], [10]]",CON1->[Ir]<-n2ccccc2C=1C
ligand5507-0,[H]c1nc(-c2nc(-c3nc([H])c([H])c([H])c3[H])c([H])c(-c3c([H])c([H])c(-c4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])c2[H])c([H])c([H])c1[H],"[[0], [10]]",c1ccc(-c2ccc(-c3cc(-c4ccccn4)n4->[Ir]<-n5ccccc5-c4c3)cc2)cc1
ligand5509-0,[H]c1nc(C([H])([H])c2nc([H])c([H])n2C([H])([H])[H])n(C([H])([H])[H])c1[H],"[[0], [15]]",Cn1ccn2->[Ir]<-n3ccn(C)c3Cc12
ligand5513-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])N2C3=C(C([H])=C([H])C([H])=C3[H])C3=C([H])C([H])=C([H])C([H])=C3P2C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],"[[0], [5]]",c1ccc(P2(->[Ir]<-P3(c4ccccc4)c4ccccc4-c4ccccc4N23)c2ccccc2)cc1
ligand5524-0,[H]c1c([H])c(C([H])([H])[H])c(/N=C(/c2nc3c([H])c([H])c([H])c([H])c3c([H])c2[H])C([H])([H])[H])c(C([H])([H])[H])c1[H],"[[0], [10]]",CC1c2ccc3ccccc3n2->[Ir]<-N=1c1c(C)cccc1C
ligand5543-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])N(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],"[[0], [8]]",c1ccc(P2(->[Ir]<-P(c3ccccc3)(c3ccccc3)N2N2CCOCC2)c2ccccc2)cc1
ligand5552-0,[H]c1c([H])c([H])c(C([H])([H])N([H])[C@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],"[[0], [14]]",c1ccc(CN2->[Ir]<-N(Cc3ccccc3)C3CCCCC32)cc1
ligand5561-0,[H]C1=C([H])C2=C(OC3=C(/C([H])=C([H])\C([H])=C/3P(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C2(C([H])([H])[H])C([H])([H])[H])C(P(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])=C1[H],"[[0], [44]]",CC(C)P1(->[Ir]<-P(c2cccc3c2Oc2c(cccc21)C3(C)C)(C(C)C)C(C)C)C(C)C
ligand5567-0,[H]c1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(-n2c(=S)n(C(C3=N[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O3)(C([H])([H])[H])C([H])([H])[H])c3c([H])c([H])c([H])c([H])c32)c1[H],"[[0], [21]]",CC(C)c1ccccc1-n1c2=S->[Ir]<-N3=C(C(C)(C)n2c2ccccc21)OCC3C(C)C
ligand5571-0,[H]c1c([H])c([H])c2c(nc(C([H])([H])SC([H])([H])c3nc4c([H])c([H])c([H])c([H])c4n3[H])n2[H])c1[H],"[[2], [23]]",c1ccc2c(c1)[nH]c1CSCc3[nH]c4ccccc4n3->[Ir]<-n12
ligand5583-0,[H]c1c([H])c([H])c2c(nc(C([H])([H])SC([H])([H])c3nc4c([H])c([H])c([H])c([H])c4n3C([H])([H])C([H])([H])C([H])([H])[H])n2C([H])([H])C([H])([H])C([H])([H])[H])c1[H],"[[0], [28]]",CCCn1c2CSCc3n(CCC)c4ccccc4n3->[Ir]<-n2c2ccccc21
ligand5587-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])N(C2=C([H])C(C#N)=C([H])C([H])=C2[H])P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],"[[0], [6]]",N#Cc1cccc(N2P(->[Ir]<-P2(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c1
ligand5589-0,[H]C1=C([H])C([H])=C([Se]C([H])([H])C2=C([H])N(C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])N=N2)C([H])=C1[H],"[[10], [17]]",c1ccc(Cn2cc3C[Se](->[Ir]<-n3n2)c2ccccc2)cc1
ligand5597-0,[H]/C(=N\C([H])([H])C([H])([H])c1c([H])c([H])c2c(c1[H])OC([H])([H])O2)c1nc([H])c([H])c([H])c1[H],"[[20], [24]]",C1c2ccccn2->[Ir]<-N=1CCc1ccc2c(c1)OCO2
ligand5606-0,[H]C1=C([H])C([H])=C(P(=O)(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C(P(C3=C([H])C([H])=C([H])C([H])=C3OC([H])([H])[H])C3=C(OC([H])([H])[H])C([H])=C([H])C([H])=C3[H])SC3=C2C([H])=C([H])C([H])=C3[H])C([H])=C1[H],"[[0], [30]]",COc1ccccc1P1(->[Ir]<-O=P(c2ccccc2)(c2ccccc2)c2c1sc1ccccc21)c1ccccc1OC
ligand5613-0,[H]c1nc([H])c(-c2nc([H])c([H])nc2[H])nc1[H],"[[0], [10]]",c1cn2->[Ir]<-n3ccncc3-c2cn1
ligand5616-0,[H]C1=C([H])N(C([H])([H])[H])C(C([H])([H])P(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])=N1,"[[0], [13]]",CC(C)P1(Cc2n(C)ccn2->[Ir]<-1)C(C)C
ligand5625-0,[H]c1c([H])c([H])c(C([H])([H])SC([H])([H])[H])c(C([H])([H])SC([H])([H])[H])c1[H],"[[0], [18]]",CS1Cc2ccccc2CS(C)->[Ir]<-1
ligand5641-0,[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1C([H])([H])SC([H])([H])C([H])([H])C([H])([H])SC2([H])[H],"[[0], [16]]",c1ccc2c(c1)CS1->[Ir]<-S(CCC1)Cc1ccccc1OCCO2
ligand5648-0,[H]c1nc2c(OC([H])([H])C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2c([H])c1[H],"[[3], [21]]",c1ccc(CNC2COc3cccc4cccn(->[Ir]<-O=2)c34)cc1
ligand5650-0,[H]N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])[H],"[[0], [7]]",NCCN1CCN->[Ir]<-1
ligand5662-0,[H]c1c([H])c([H])c(-n2nc(C([H])([H])[H])c([H])c2C([H])([H])[H])c(N([H])[H])c1[H],"[[3], [13]]",Cc1cc(C)n2->[Ir]<-Nc3ccccc3-n12
ligand5667-0,[H]C1=C([H])C([H])=C(/C([H])=N/C2=C(P(C3=C([H])C([H])=C([H])C([H])=C3[H])C3=C([H])C([H])=C([H])C([H])=C3[H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],"[[0], [20]]",C(c1ccccc1)=N1->[Ir]<-P(c2ccccc2)(c2ccccc2)c2ccccc21
ligand5672-0,[H]c1nc(C([H])([H])N([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1[H],"[[0], [10]]",CC(C)CCN1Cc2ccccn2->[Ir]<-1
ligand5676-0,[H]c1nc2c(c([H])c1-c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])c([H])c([H])c1c([H])c(-c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c([H])nc12,"[[1], [12]]",COc1ccc(-c2cc3ccc4cc(-c5ccc(OC)cc5)cn5->[Ir]<-n(c2)c3c45)cc1
ligand5690-0,[H]c1nc(C([H])([H])C([H])([H])N([H])[H])c([H])c([H])c1[H],"[[0], [11]]",c1ccn2->[Ir]<-NCCc2c1
ligand5693-0,[H]O[C@@]1([H])C([H])([H])O[C@]([H])(OC([H])([H])[H])[C@@]([H])(N([H])[H])[C@]1([H])N([H])[H],"[[12], [16]]",COC1OCC(O)C2N->[Ir]<-NC12
ligand5697-0,[H]c1nc(-c2nc(C(=O)c3c([H])c([H])c([H])c(=O)n3[H])c([H])c([H])c2[H])c([H])c([H])c1[H],"[[4], [22]]",O=C(c1cccc(=O)[nH]1)c1cccc2-c3ccccn3->[Ir]<-n12
ligand5698-0,[H]C1=C([H])C([H])=C(SC([H])([H])N2N=NC(C([H])([H])P(C3=C(OC([H])([H])[H])C([H])=C([H])C([H])=C3[H])C3=C(OC([H])([H])[H])C([H])=C([H])C([H])=C3[H])=C2[H])C([H])=C1[H],"[[0], [11]]",COc1ccccc1P1(Cc2cn(CSc3ccccc3)nn2->[Ir]<-1)c1ccccc1OC
ligand5707-0,[H]c1nc(C([H])([H])N(C([H])([H])c2nc([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])N(C([H])([H])c2nc([H])c([H])c([H])c2[H])C([H])([H])c2nc([H])c([H])c([H])c2[H])c([H])c([H])c1[H],"[[13], [42]]",c1ccc(CN2CCN(Cc3ccccn3)Cc3ccccn3->[Ir]<-n3ccccc3C2)nc1
ligand5722-0,[H]c1nc(-c2nc(N([H])[H])nc(-c3c([H])c([H])c([H])c([H])c3[H])c2[H])c([H])c([H])c1[H],"[[3], [12]]",Nc1nc(-c2ccccc2)cc2-c3ccccn3->[Ir]<-n21
ligand5723-0,[H]OC(=O)c1c([H])c([H])c(/N=C(\[H])c2nc([H])c([H])c([H])c2[H])c([H])c1[H],"[[0], [7]]",O=C(O)c1ccc(N2=Cc3ccccn3->[Ir]<-2)cc1
ligand5724-0,[H]c1c([H])c(C([H])([H])[H])c([H])c(SC([H])([H])C(=O)N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1SC([H])([H])C(=O)N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],"[[3], [4]]",Cc1ccc2S(CC(=O)N(CC(C)C)CC(C)C)->[Ir]<-S(CC(=O)N(CC(C)C)CC(C)C)c2c1
ligand5727-0,[H]C1=C([H])C([H])=C([H])C(N(C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])=N1,"[[0], [28]]",c1ccc(CN2CP(->[Ir]<-n3ccccc32)(c2ccccc2)c2ccccc2)cc1
ligand5738-0,[H]c1nc([C@@]2([H])N=c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3=NN2c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c1[H],"[[0], [10]]",c1ccc(N2N=c3c(ccc4ccccc34)=N3->[Ir]<-n4ccccc4C23)cc1
ligand5740-0,[H]C1=C([H])C([H])=C([H])C(N2CN(C([H])([H])[H])C3=C([H])C([H])=C([H])C([H])=C32)=N1,"[[3], [12]]",CN1[C]2=[Be]->[Ir]<-n3ccccc3N2c2ccccc21
ligand5742-0,[H]c1nc2c3nc([H])c([H])c([H])c3c3nc4c([H])c(F)c(F)c([H])c4nc3c2c([H])c1[H],"[[0], [9]]",Fc1cc2nc3c4cccn5->[Ir]<-n6cccc(c3nc2cc1F)c6c45
ligand5745-0,[H]C(=O)c1nc([H])c([H])c([H])c1[H],"[[0], [10]]",C1=O->[Ir]<-n2ccccc21
ligand5747-0,[H]c1nc2c3nc([H])c([H])c([H])c3c3c(nc(-c4sc([H])c(Br)c4[H])n3[H])c2c([H])c1[H],"[[20], [23]]",Brc1csc(-c2nc3c4cccn5->[Ir]<-n6cccc(c3[nH]2)c6c45)c1
ligand5753-0,[H]c1nc(C([H])([H])N([H])C([H])([H])C([H])([H])n2nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1[H],"[[1], [23]]",CC(C)(C)c1cc(C(C)(C)C)n2->[Ir]<-n3ccccc3CNCCn12
ligand5759-0,[H]C([H])([H])C(C1=N[C@@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O1)(C1=N[C@@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O1)C([H])([H])[H],"[[3], [16]]",CC1(C)C2=N(->[Ir]<-N3=C1OCC3C(C)(C)C)C(C(C)(C)C)CO2
ligand5763-0,[H]C1=C([H])C([H])=C([H])C(C2=C3C(=C(C4=C([H])C([H])=C([H])C([H])=C4[H])P2C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])=N1,"[[0], [13]]",c1ccc(-c2c3c(c4-c5ccccn5->[Ir]<-p24-c2ccccc2)CCCC3)cc1
ligand5766-1,[H]c1nc(/C(=N/C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1[H],"[[3], [11]]",CCCCN1->[Ir]<-n2ccccc2C=1C
ligand5768-0,[H]C1=C([H])C(C([H])(C([H])([H])[H])C([H])([H])[H])=C(/N=C(/OP(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])(C([H])([H])[H])C([H])([H])[H])=C1[H],"[[0], [24]]",CC(C)c1cccc(C(C)C)c1N1->[Ir]<-P(OC=1C(C)(C)C)(C(C)C)C(C)C
ligand5775-0,[H]OC(=O)C([H])([H])N([H])C(=O)C([H])([H])/N=C(\[H])c1nc([H])c([H])c([H])c1[H],"[[0], [10]]",O=C(O)CNC(=O)CN1=Cc2ccccn2->[Ir]<-1
ligand5776-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])N(P(C2=C([H])C([H])=C([H])C([H])=C2[H])N2N=C(C([H])([H])[H])C([H])=C2C([H])([H])[H])[C@]([H])(C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])[H])C([H])=C1[H],"[[0], [8]]",Cc1cc(C)n(P2(->[Ir]<-P(c3ccccc3)(c3ccccc3)N2C(C)c2ccccc2)c2ccccc2)n1
ligand5779-0,[H]c1nc2c([H])c3c([H])c([H])c([H])c([H])c3c([H])c2nc1-c1nc([H])c([H])c([H])c1[H],"[[0], [11]]",c1ccn2->[Ir]<-n3c(-c2c1)cnc1cc2ccccc2cc13
ligand5793-0,[H]c1nc2c(N=C(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c([H])c([H])c2c([H])c1[H],"[[15], [29]]",c1cc2N(->[Ir]<-n3cccc(c1)c23)=C(N1CCOCC1)N1CCOCC1
ligand5799-0,[H]c1nc(/C(=N/c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c([H])c1[H],"[[0], [10]]",CC1c2ccccn2->[Ir]<-N=1c1ccccc1
ligand5809-0,[H]O/N=C(/C1=NOC([H])=C([H])N1C([H])([H])C([H])([H])[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],"[[0], [9]]",CCN1C=CON2->[Ir]<-N(O)=C(C=21)N(CC)CC
ligand5810-0,[H]c1c([H])c([H])c2c(c1[H])[Si]([H])([H])[Si]2(C([H])([H])[H])C([H])([H])[H],"[[0], [13]]",C[Si]12(C)->[Ir]<-[SiH2]1c1ccccc12
ligand5813-0,[H]C1=C([H])C([H])=C(P2C([H])([H])C([H])([H])P(C3=C([H])C([H])=C([H])C([H])=C3[H])C([H])([H])C2([H])[H])C([H])=C1[H],"[[0], [12]]",c1ccc(P23->[Ir]<-P(c4ccccc4)(CC2)CC3)cc1
ligand5815-0,[H]c1c(/N=C2C(=N/c3c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c3[H])/c3c([H])c([H])c([H])c4c([H])c([H])c([H])c/2c34)c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],"[[2], [8]]",Cc1cc(C)cc(N2->[Ir]<-N(=C3C=2c2cccc4cccc3c24)c2cc(C)cc(C)c2)c1
ligand5816-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([C@@]3([H])OC([H])([H])C4=C([H])C([H])=C([H])C([H])=C4N3[H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],"[[2], [23]]",c1ccc(P2(->[Ir]<-N3c4ccccc4COC3c3ccccc32)c2ccccc2)cc1
ligand5825-0,[H]C1=C([H])C([H])=C([H])C(N2CN(C3=C([H])C([H])=C([H])C([H])=C3[H])C([H])=C2[H])=N1,"[[1], [15]]",[Be]1->[Ir]<-n2ccccc2N2C=CN(c3ccccc3)[C]=12
ligand5826-0,[H]c1c(C([H])([H])[H])nc(C([H])([H])SC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],"[[0], [9]]",Cc1cccc2CS(->[Ir]<-n12)C(C)(C)C
ligand5829-0,[H]c1c([H])c([H])c([C@@]([H])(N([H])C([H])([H])[C@@]2([H])N([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[H])c([H])c1[H],"[[0], [14]]",CC(c1ccccc1)N1CC2CCCN2->[Ir]<-1
ligand5830-0,[H]C([H])([H])C1(C([H])([H])[H])[C@@]2([H])C(=S)C(=S)[C@]1(C([H])([H])[H])C([H])([H])C2([H])[H],"[[0], [7]]",CC12CCC(C3=S->[Ir]<-S=C31)C2(C)C
ligand5833-0,[H]c1c([H])c([H])n([H])c2nnc(-c3nc4c([H])c([H])c([H])c([H])c4n3[H])c1-2,"[[0], [7]]",c1c[nH]c2nn3->[Ir]<-n4c(-c3c-2c1)[nH]c1ccccc14
ligand5840-0,[H]C1=C(P(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])[C@]2([H])O[C@@]1([H])C([H])([H])[C@]2([H])P(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],"[[0], [27]]",C1=C2P(->[Ir]<-P(c3ccccc3)(c3ccccc3)C3CC1OC23)(c1ccccc1)c1ccccc1
ligand5842-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])N2C3=C([H])C([H])=C([H])C([H])=C3C(C([H])([H])[H])=C2C2=C(C([H])([H])[H])C3=C([H])C([H])=C([H])C([H])=C3N2P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],"[[0], [35]]",Cc1c2-c3c(C)c4ccccc4n3P(->[Ir]<-P(c3ccccc3)(c3ccccc3)n2c2ccccc12)(c1ccccc1)c1ccccc1
ligand5859-0,[H]C([H])([H])N1CN(C([H])([H])C([H])([H])C([H])([H])N2CN(C([H])([H])[H])C(C#N)=C2C#N)C(C#N)=C1C#N,"[[2], [23]]",CN1[C]2=[Be]->[Ir]<-[Be]=[C]3N(C)C(C#N)=C(C#N)N3CCCN2C(C#N)=C1C#N
ligand5861-0,[H]OC([H])([H])C([H])([H])N([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1P(C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],"[[0], [25]]",OCCN1Cc2ccccc2P(->[Ir]<-1)(c1ccccc1)c1ccccc1
ligand5863-0,[H]C1=C([H])C([H])=C(C([H])(N2CN(C([H])([H])[H])C([H])=C2[H])N2CN(C([H])([H])[H])C([H])=C2[H])C([H])=C1[H],"[[1], [13]]",CN1C=CN2C(c3ccccc3)N3C=CN(C)[C]3=[Be]->[Ir]<-[Be]=[C]12
ligand5864-0,[H]/C(=N\c1c([H])c([H])c([H])c(C([H])([H])[H])c1-c1c(/N=C(\[H])c2nc([H])c([H])c([H])c2[H])c([H])c([H])c([H])c1C([H])([H])[H])c1nc([H])c([H])c([H])c1[H],"[[0], [11]]",Cc1cccc(N=Cc2ccccn2)c1-c1c(C)cccc1N1=Cc2ccccn2->[Ir]<-1
ligand5870-0,[H]C1=C([H])C(P2[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])C([H])(C([H])([H])[H])C([H])([H])[H])=C(P2[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],"[[0], [15]]",CC(C)C1CCC(C(C)C)P12->[Ir]<-P1(c3ccccc32)C(C(C)C)CCC1C(C)C
ligand5880-0,[H]C1=C([H])N(C2=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C2C([H])([H])[H])C([Se][Se]C2=NC([H])=C([H])N2C2=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C2C([H])([H])[H])=N1,"[[4], [6]]",Cc1cc(C)c(-n2ccn3->[Ir]<-n4ccn(-c5c(C)cc(C)cc5C)c4[Se][Se]c23)c(C)c1
