tmQMg-L ligand ID,Decoded SMILES,Connection IDs,Encoded SMILES
ligand7009-0,[H]P(/N=C(\N(C([H])([H])[H])C([H])([H])[H])N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],[[0]],[Li]<-P(N=C(N(C)C)N(C(C)C)C(C)C)C([Si](C)(C)C)[Si](C)(C)C
ligand7012-0,[H]C1=C([H])C([H])=C2C(=C1[H])/C([H])=C1/C([H])=C([H])C([H])=C([H])/C1=C/2C([H])([H])N1CN(C([H])([H])[H])C([H])=C1[H],[[0]],[Be]=[C]1N(C)C=CN1Cc1c2ccccc2cc2ccccc12
ligand7016-0,[H]C([H])([H])C1=C(C([H])([H])[H])N(C([H])([H])C([H])([H])[H])CN1C([H])([H])C([H])([H])[H],[[0]],[Be]=[C]1N(CC)C(C)=C(C)N1CC
ligand7024-0,[H]OC([H])([H])C([H])([H])N1C(=O)C2=C(N(C([H])([H])[H])CN2C([H])([H])[H])N(C([H])([H])[H])C1=O,[[18]],[Be]=[C]1N(C)c2c(n(C)c(=O)n(CCO)c2=O)N1C
ligand7025-0,[H]c1c([H])c(C([H])([H])[H])c(N=[Si](C([H])([H])[H])C([H])([H])[H])c(C([H])([H])[H])c1[H],[[2]],[Li]<-N(c1c(C)cccc1C)=[Si](C)C
ligand7026-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])N([H])P(=O)(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[7]],[Li]<-P(NP(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
ligand7027-0,[H]C1=C([H])C([H])=C(P2[C@@]3(C([H])([H])[H])O[C@]4(C([H])([H])[H])O[C@@](C([H])([H])[H])(O[C@@]2(C([H])([H])[H])C4([H])[H])C3([H])[H])C([H])=C1[H],[[0]],[Li]<-P1(c2ccccc2)C2(C)CC3(C)OC(C)(CC1(C)O3)O2
ligand7033-0,[H]C([H])=C1C([H])([H])[C@@]12C([H])([H])[C@]21P(C2=C([H])C([H])=C([H])C([H])=C2[H])C1([H])[H],[[0]],[Li]<-P1(c2ccccc2)CC12CC21CC1=C
ligand7038-0,[H]C(=C)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],[[11]],[Be]=[C]=CC(C)(C)C
ligand7041-0,[H]C([H])([H])C1(C([H])([H])[H])N2OC(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])=N[C@@]2(C([H])([H])[H])OC1([H])[H],[[5]],[Li]<-N1=C(N2CCCCC2)ON2C(C)(C)COC21C
ligand7046-0,[H]c1c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1N=O,[[1]],[Li]<-N(=O)c1ccc(N(C)C)cc1C
ligand7059-0,[H]c1nc(/N=N/c2c([H])c([H])c([H])c([H])c2[H])n([H])c1[H],[[14]],[Li]<-n1cc[nH]c1N=Nc1ccccc1
ligand7060-0,[H]C1=C([H])C([H])=C([Si](CN(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])(C2=C([H])C([H])=C([H])C([H])=C2[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],[[4]],[Be]=[C](N(C(C)C)C(C)C)[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
ligand7066-0,[H]C1=C([H])C2=N/C3=C(/N=C/2C([H])=C1[H])N(C([H])(C([H])([H])[H])C([H])([H])[H])CN3C([H])(C([H])([H])[H])C([H])([H])[H],[[0]],[Be]=[C]1N(C(C)C)c2nc3ccccc3nc2N1C(C)C
ligand7077-0,[H]OC(=O)C([H])([H])P(C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],[[0]],[Li]<-P(CC(=O)O)(c1ccccc1)c1ccccc1
ligand7080-0,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1CN(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H],[[2]],[Be]=[C]1N(CCCC)CC(C(C)C)N1C(C)(C)C
ligand7107-0,[H]C1=C([H])C([H])=C(CN([H])[H])C([H])=C1[H],[[3]],[Be]=[C](N)c1ccccc1
ligand7109-0,[H]c1c([H])c([H])c(P2C([H])([H])C([H])([H])C3(OC#CO3)C([H])([H])C2([H])[H])c([H])c1[H],[[14]],[Li]<-P1(c2ccccc2)CCC2(CC1)OC#CO2
ligand7112-0,[H]c1nc(-c2nn(C([H])([H])c3nc([H])c([H])c([H])c3[H])c([H])c2[H])c([H])c([H])c1[H],[[11]],[Li]<-n1c(-c2ccccn2)ccn1Cc1ccccn1
ligand7114-0,[H]C1=C([H])C(C([H])(C([H])([H])[H])C([H])([H])[H])=C(N(CN(C2=C(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])C([H])=C2C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C(C([H])(C([H])([H])[H])C([H])([H])[H])=C1[H],[[3]],[Be]=[C](N(C)c1c(C(C)C)cccc1C(C)C)N(C)c1c(C(C)C)cccc1C(C)C
ligand7130-0,[H]P(C1=C(F)C(F)=C(F)C(F)=C1F)C1=C(F)C(F)=C(F)C(F)=C1F,[[0]],[Li]<-P(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
ligand7147-0,[H]c1c([H])c(C([H])([H])N([H])[H])c([H])c([H])c1Cl,[[14]],[Li]<-NCc1ccc(Cl)cc1
ligand7156-0,[H]C([H])=C([H])C([H])([H])P(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],[[0]],[Li]<-P(CC=C)(C(C)C)C(C)C
ligand7159-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])[C@]([H])(C2=C([H])C(C([H])([H])[H])=C([H])C([H])=C2C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],[[0]],[Li]<-P(c1ccccc1)(c1ccccc1)C(C)c1cc(C)ccc1C
ligand7162-0,[H]C1=C([H])C([H])=C(CN(C([H])([H])[H])[C@@]([H])(OC(=O)C([H])([H])[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[14]],[Be]=[C](c1ccccc1)N(C)C(OC(C)=O)c1ccccc1
ligand7165-0,[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c([H])[n+]2[O-],[[0]],[Li]<-[O-][n+]1cccc2ccccc21
ligand7173-0,[H]c1nc2c([H])c([H])c([H])c([H])n2c1[H],[[0]],[Li]<-n1ccn2ccccc21
ligand7176-0,[H]c1nc2nc(-c3c([H])c([H])c([H])c([H])c3[H])c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])n2n1,[[5]],[Li]<-n1cnn2c(-c3ccccc3)cc(-c3ccccc3)nc21
ligand7188-0,[H]C([H])([H])/C(CN(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])=C1\O[C@]([H])([C@]2([H])OC(C([H])([H])[H])(C([H])([H])[H])OC2([H])[H])[C@]2([H])OC(C([H])([H])[H])(C([H])([H])[H])O[C@]12[H],[[8]],[Be]=[C](C(C)=C1OC(C2COC(C)(C)O2)C2OC(C)(C)OC12)N(CC)CC
ligand7190-0,[H]C1=C([H])C([H])=C(C([H])([H])N2P(O[C@]([H])(C3=C([H])C([H])=C([H])C([H])=C3[H])C([H])([H])[H])N(C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])[C@@]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]23[H])C([H])=C1[H],[[0]],[Li]<-P1(OC(C)c2ccccc2)N(Cc2ccccc2)C2CCCCC2N1Cc1ccccc1
ligand7199-0,[H]C1=C([H])C([H])=C(C([H])([H])N2CN3C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C2([H])[H])C([H])=C1[H],[[15]],[Be]=[C]1N(Cc2ccccc2)CC2CCCN12
ligand7212-0,[H]C(COC([H])([H])[H])=C(C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],[[2]],[Be]=[C](C=C(c1ccccc1)c1ccccc1)OC
ligand7221-0,[H]c1c([H])c([H])c(C(=O)N([H])C(=S)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H],[[0]],[Li]<-S=C(NC(=O)c1ccccc1)N(CC)CC
ligand7224-0,[H]C#CCN1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[[0]],[Be]=[C](C#C)N1CCCC1
ligand7225-0,[H]C1=C([H])C([H])=C(P2[C@]3([H])C(C([H])([H])[H])=C(C([H])([H])[H])[C@@]2([H])C([H])([H])[C@@]3([H])C(=O)C([H])([H])C([H])([H])[H])C([H])=C1[H],[[0]],[Li]<-P1(c2ccccc2)C2CC(C(=O)CC)C1C(C)=C2C
ligand7229-0,[H]c1c([H])c([H])c2c(c1[H])n([H])c(=S)n2[H],[[14]],[Li]<-S=c1[nH]c2ccccc2[nH]1
ligand7230-0,[H]C1=C([H])C(C([H])(C([H])([H])[H])C([H])([H])[H])=C(N2CN(C([H])([H])C([H])([H])OC([H])([H])[H])C([H])=C2[H])C(C([H])(C([H])([H])[H])C([H])([H])[H])=C1[H],[[12]],[Be]=[C]1N(CCOC)C=CN1c1c(C(C)C)cccc1C(C)C
ligand7235-0,[H]C1([H])[C@@]2([H])C(=O)[C@]3([C@@]4([H])C([H])([H])[C@]1([H])C([H])([H])[C@@]([H])(C2([H])[H])C4([H])[H])[C@@]1([H])C([H])([H])[C@]2([H])C([H])([H])[C@@]([H])(C([H])([H])[C@@]3([H])C2([H])[H])C1([H])[H],[[0]],[Li]<-O=C1C2CC3CC(C2)CC(C3)C12C1CC3CC(C1)CC2C3
ligand7238-0,[H]C1=C([H])C([H])=C(P(C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[0]],[Li]<-P(c1ccccc1)(c1ccccc1OC)c1ccccc1OC
ligand7241-0,[H]C1=NN([H])[C@@]2([H])C(c3c([H])c([H])c([H])c([H])c3[H])=C([H])C(c3c([H])c([H])c([H])c([H])c3[H])=C([H])C([H])([H])P12,[[0]],[Li]<-P12C=NNC1C(c1ccccc1)=CC(c1ccccc1)=CC2
ligand7242-0,[H]C([H])([H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])(P(Cl)I)[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],[[1]],[Li]<-P(Cl)(I)C([Si](C)(C)C)[Si](C)(C)C
ligand7249-0,[H]C1=C([H])C(N2CN(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C2[H])=C([H])C([H])=C1F,[[0]],[Be]=[C]1N(c2ccc(F)cc2)C=CN1C(C)C
ligand7251-0,[H]C1=C([H])C([H])=C(C2=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C2C([H])([H])[H])N=C1C([H])([H])N1CN(C2=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C2C([H])([H])[H])C([H])=C1[H],[[2]],[Be]=[C]1N(Cc2cccc(-c3c(C)cc(C)cc3C)n2)C=CN1c1c(C)cc(C)cc1C
ligand7252-0,[H]c1nc([H])c(C(F)(F)F)c([H])c1[H],[[0]],[Li]<-n1cccc(C(F)(F)F)c1
ligand7255-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])C([H])([H])P(=O)(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[18]],[Li]<-P(CCP(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
ligand7257-0,[H]c1c([H])c([H])c(N([H])C(=O)N([H])N=C(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],[[6]],[Li]<-N(NC(=O)Nc1ccccc1)=C(C)C
ligand7258-0,[H]C1=C([H])C([H])=C(SC([H])([H])P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[0]],[Li]<-P(CSc1ccccc1)(c1ccccc1)c1ccccc1
ligand7267-0,[H]c1nc(-c2c([H])c([H])nc([H])c2[H])c([H])c([H])c1[H],[[0]],[Li]<-n1ccc(-c2ccccn2)cc1
ligand7268-0,[H]C([H])=C([H])C([H])([H])N1C([H])([H])CN(C2=C(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])C([H])=C2C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H],[[5]],[Be]=[C]1CN(CC=C)CN1c1c(C(C)C)cccc1C(C)C
ligand7274-0,[H]c1nc([H])c([H])c(OC([H])([H])[H])c1[H],[[0]],[Li]<-n1ccc(OC)cc1
ligand7275-0,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1Cl,[[1]],[Li]<-NS(=O)(=O)c1ccc(Cl)cc1
ligand7277-0,[H]c1c(N([H])C(=S)N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])nc(C([H])([H])[H])c([H])c1[H],[[7]],[Li]<-S=C(NC(=O)c1ccccc1)Nc1cccc(C)n1
ligand7288-0,[H]/C(=N\c1c([H])c([H])c([H])c([H])c1C([H])([H])N([H])[H])c1c([H])c([H])c([H])n1[H],[[0]],[Li]<-NCc1ccccc1N=Cc1ccc[nH]1
ligand7293-0,[H]C1([H])COC([H])([H])C1([H])[H],[[1]],[Be]=[C]1CCCO1
ligand7303-0,[H]c1c([H])c([H])c2c(nc([H])n2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1[H],[[0]],[Li]<-n1cn(CCCCCCCCCCCCCCCC)c2ccccc21
ligand7304-0,[H]C1=C(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C(OC1)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])=C2N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],[[1]],[Be]=[C]1C=C(c2ccccc2)C2=C(CC(C)(C)C=C2N2CCOCC2)O1
ligand7311-0,[H]c1c([H])c([N+](=O)[O-])c([H])c([H])c1C#N,[[0]],[Li]<-N#Cc1ccc([N+](=O)[O-])cc1
ligand7315-0,[H]c1c([H])c([H])c2c(sc(=S)n2C([H])([H])[H])c1[H],[[0]],[Li]<-S=c1sc2ccccc2n1C
ligand7316-0,[H]C1=C([H])C([H])=C(P(Cl)C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[3]],[Li]<-P(Cl)(c1ccccc1)c1ccccc1
ligand7345-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])[C@]2([H])OC3=C(\[H])S/C([H])=C\3OC2([H])[H])C([H])=C1[H],[[15]],[Li]<-P(CC1COc2cscc2O1)(c1ccccc1)c1ccccc1
ligand7346-0,[H]c1c([H])c(OC([H])([H])[H])c([H])c([H])c1C#N,[[0]],[Li]<-N#Cc1ccc(OC)cc1
ligand7350-0,[H]c1nc([H])n(C([H])([H])O[C@]2([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]3([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])C3([H])[H])c1[H],[[20]],[Li]<-n1ccn(COC2C3(C)CCC(C3)C2(C)C)c1
ligand7358-0,[H]OC1=C2\C(=O)C([H])=C(C3=C([H])C([H])=C([H])C([H])=C3[H])O\C2=C([H])/C(OC([H])([H])C([H])([H])C([H])([H])N2CN(C3=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C3C([H])([H])[H])C([H])=C2[H])=C\1[H],[[0]],[Be]=[C]1N(CCCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)C=CN1c1c(C)cc(C)cc1C
ligand7361-0,[H]C1=C(C([H])([H])[H])N([H])CS1,[[1]],[Be]=[C]1NC(C)=CS1
ligand7374-0,[H]c1oc(C([H])([H])N([H])[H])c([H])c1[H],[[11]],[Li]<-NCc1ccco1
ligand7386-0,[H]c1nc([H])c(N([H])C(=O)N([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],[[0]],[Li]<-n1cccc(NC(=O)Nc2cccc3ccccc23)c1
ligand7388-0,[H]C1([H])C([H])([H])C([H])([H])C2(O[C@@]3([H])O[C@@]4([H])[C@]([H])(OP5OC([H])([H])[C@@]4([H])O5)[C@@]3([H])O2)C([H])([H])C1([H])[H],[[0]],[Li]<-P12OCC(O1)C1OC3OC4(CCCCC4)OC3C1O2
ligand7390-0,[H]C1=C([H])C([H])=C2C(=O)N(C([H])([H])C([H])([H])N3CN(C([H])([H])[H])C([H])=C3[H])C(=O)C2=C1[H],[[0]],[Be]=[C]1N(C)C=CN1CCN1C(=O)c2ccccc2C1=O
ligand7391-0,[H]c1c([H])c([H])c(C2=NC([H])([H])C([H])([H])N2[H])c(F)c1[H],[[0]],[Li]<-N1=C(c2ccccc2F)NCC1
ligand7394-0,[H]c1c([H])c(-c2nc3c([H])c([H])c([H])c([H])c3n2C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c([H])c1Cl,[[13]],[Li]<-n1c(-c2ccc(Cl)cc2)n(Cc2ccc(Cl)cc2)c2ccccc21
ligand7395-0,[H]C1=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C(N2CN(C3=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C3C([H])([H])[H])C(Cl)=C2Cl)=C1C([H])([H])[H],[[4]],[Be]=[C]1N(c2c(C)cc(C)cc2C)C(Cl)=C(Cl)N1c1c(C)cc(C)cc1C
ligand7406-0,[H]C1=C([H])C([H])=C(P(OC([H])(C(F)(F)F)C(F)(F)F)OC([H])(C(F)(F)F)C(F)(F)F)C([H])=C1[H],[[8]],[Li]<-P(OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)c1ccccc1
ligand7411-0,[H]C1=C([H])C([H])=C(N([H])[C@@]([H])(C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[0]],[Li]<-P(CC(Nc1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
ligand7420-0,[H]C1=C([H])C([H])=C2C(=C1[H])N(C1=C([H])C([H])=C([H])C(C([H])([H])[H])=C1C1=C(C([H])([H])[H])C([H])=C([H])C([H])=C1N(C([H])([H])[H])C([H])([H])[H])CN2C([H])([H])[H],[[2]],[Be]=[C]1N(C)c2ccccc2N1c1cccc(C)c1-c1c(C)cccc1N(C)C
ligand7426-0,[H]c1nc(C([H])([H])C([H])([H])N([H])[H])c([H])c([H])c1[H],[[14]],[Li]<-NCCc1ccccn1
ligand7429-0,[H]C1=C([H])C([H])=C(C([H])([H])[H])C(N2CN(C([H])([H])[H])C([H])=C2[H])=N1,[[2]],[Be]=[C]1N(C)C=CN1c1ncccc1C
ligand7435-0,[H]C1=C([H])C(C2=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C2C([H])([H])[H])=C(P(Cl)Cl)C(C2=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C2C([H])([H])[H])=C1[H],[[0]],[Li]<-P(Cl)(Cl)c1c(-c2c(C)cc(C)cc2C)cccc1-c1c(C)cc(C)cc1C
ligand7466-0,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])Sc1nc3c([H])c([H])c([H])c([H])c3n1C2([H])[H],[[0]],[Li]<-n1c2n(c3ccccc31)Cc1ccccc1CS2
ligand7473-0,[H]n1nc(C([H])([H])[H])c(=O)n([H])c1=S,[[0]],[Li]<-S=c1[nH]nc(C)c(=O)[nH]1
ligand7479-0,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(/N=C2/C(=O)c3c([H])c([H])c([H])c4c([H])c([H])c([H])c2c34)c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],[[0]],[Li]<-N(=C1C(=O)c2cccc3cccc1c23)c1c(C(C)C)cccc1C(C)C
ligand7488-0,[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[[0]],[Li]<-NCCCCCCCCCC
ligand7491-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],[[0]],[Li]<-P(c1ccccc1)(c1ccccc1)C(C)C
ligand7493-0,[H]C1=C([H])C([H])=C([As]([H])[H])C([H])=C1[H],[[0]],[Li]<-[AsH2]c1ccccc1
ligand7496-0,[H]N(P1[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],[[0]],[Li]<-P1(NC(C)C)C2CCCC1CCC2
ligand7499-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])/C2=C([H])/C([H])=C(/[H])C3=C2C(F)=C(F)C(F)=C3F)C([H])=C1[H],[[0]],[Li]<-P(c1ccccc1)(c1ccccc1)c1cccc2c(F)c(F)c(F)c(F)c12
ligand7505-0,[H]C1=C([H])C2=C(C3=C([H])C([H])=C(OC([H])([H])[H])C([H])=C3[H])N(C([H])([H])[H])CN2C([H])=C1[H],[[20]],[Be]=[C]1N(C)C(c2ccc(OC)cc2)=C2C=CC=CN12
ligand7541-0,[H]c1nc([H])c(C(=O)N([H])[H])nc1[H],[[1]],[Li]<-n1ccnc(C(N)=O)c1
ligand7548-0,[H]C1=C([H])C([H])=C([C@]2([H])N(C([H])([H])[H])P2C([H])([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],[[0]],[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)C(c2ccccc2)N1C
ligand7550-0,[H]c1c(N([H])[H])nc(=O)n(C([H])([H])[H])c1[H],[[0]],[Li]<-n1c(N)ccn(C)c1=O
ligand7559-0,[H]n1c(C([H])([H])C([H])([H])[H])nc(C([H])([H])c2nc(C([H])([H])C([H])([H])[H])n([H])c2C([H])([H])[H])c1C([H])([H])[H],[[18]],[Li]<-n1c(CC)[nH]c(C)c1Cc1nc(CC)[nH]c1C
ligand7564-0,[H]c1nc([H])n(-c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c1[H],[[7]],[Li]<-n1ccn(-c2c(C)cc(C)cc2C)c1
ligand7573-0,[H]c1nc2c([H])c([H])c([H])c([H])c2o1,[[3]],[Li]<-n1coc2ccccc21
ligand7587-0,[H]C1=C([H])C(C([H])(C([H])([H])[H])C([H])([H])[H])=C(N2CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])C(C([H])(C([H])([H])[H])C([H])([H])[H])=C1[H],[[3]],[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)C(C)(C)CC1(C)C
ligand7591-0,[H]C1=NC([H])=C([H])N1C1=NC([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])S1,[[5]],[Li]<-P(c1ccccc1)(c1ccccc1)c1cnc(-n2ccnc2)s1
ligand7600-0,[H]C1=C([H])C(C([H])([H])N2CN(C([H])([H])C3=C([H])C([H])=C(OC([H])([H])[H])C([H])=C3[H])C([H])=C2[H])=C([H])C([H])=C1OC([H])([H])[H],[[2]],[Be]=[C]1N(Cc2ccc(OC)cc2)C=CN1Cc1ccc(OC)cc1
ligand7602-0,[H]C1=NC(C([H])([H])N2CN(C3=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C3C([H])([H])[H])C([H])=C2[H])=C([H])C(N(=O)=O)=C1[H],[[1]],[Be]=[C]1N(Cc2cc([N+](=O)[O-])ccn2)C=CN1c1c(C)cc(C)cc1C
ligand7610-0,[H]C([H])([H])C(P(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],[[0]],[Li]<-P(CC(C)(C)C)(C(C)(C)C)C(C)(C)C
ligand7621-0,[H]C1=C([H])C([H])=C(CN(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],[[0]],[Be]=[C](c1ccccc1)N(C)C
ligand7628-0,[H]C1=C([H])C([H])=C(C([H])([H])P(C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[0]],[Li]<-P(Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1
ligand7644-0,[H]c1nc([H])n(-c2c([H])c([H])c(C(=O)C([H])([H])[H])c([H])c2[H])c1[H],[[13]],[Li]<-n1ccn(-c2ccc(C(C)=O)cc2)c1
ligand7651-0,[H]c1c([H])c([H])c(C([H])([H])[S@@+]([O-])C([H])([H])[H])c([H])c1[H],[[0]],[Li]<-[S+](C)([O-])Cc1ccccc1
ligand7671-0,[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c([H])c([H])c1N2C(=O)C([H])([H])n1c([H])nc2c([H])c([H])c([H])c([H])c21,[[18]],[Li]<-n1cn(CC(=O)N2c3ccccc3Oc3ccccc32)c2ccccc21
ligand7677-0,[H]C1=C([H])N([H])C(P(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=N1,[[2]],[Li]<-P(c1ncc[nH]1)(C(C)(C)C)C(C)(C)C
ligand7685-0,[H]C#CC([H])([H])P(C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],[[0]],[Li]<-P(CC#C)(c1ccccc1)c1ccccc1
ligand7696-0,[H]Oc1c([H])c([H])c(Cl)c([H])c1/C([H])=N/c1c([H])nc([H])c([H])c1[H],[[21]],[Li]<-n1cccc(N=Cc2cc(Cl)ccc2O)c1
ligand7716-0,[H]C1=C(OC([H])([H])[H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C1C([H])([H])N1CN(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])=C1[H],[[27]],[Be]=[C]1N(CCCC)C=CN1Cc1cc(OC)c(OC)c(OC)c1
ligand7720-0,[H]C1=C([H])C([H])=C(C2=C([H])C(C3=C([H])C([H])=C([H])C([H])=C3[H])=C([H])C(C3=C([H])C([H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C3[H])=P2)C([H])=C1[H],[[0]],[Li]<-p1c(-c2ccccc2)cc(-c2ccccc2)cc1-c1ccc(OC)c(OC)c1
ligand7740-0,[H]N([H])c1nn([H])c(C([H])([H])[H])c1C(=O)C([H])([H])[H],[[9]],[Li]<-n1[nH]c(C)c(C(C)=O)c1N
