tmQMg-L ligand ID,Decoded SMILES,Connection IDs,Encoded SMILES
ligand14977-0,[H]c1c([H])c([H])c(N([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c(C#N)c1[H],[[0]],[Li]<-N#Cc1ccccc1N([Si](C)(C)C)[Si](C)(C)C
ligand14978-0,[H]C1=C([H])C([H])=C(CN([H])P(N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],[[7]],[Be]=[C](NP(N(C(C)C)C(C)C)N(C(C)C)C(C)C)c1ccccc1
ligand14983-0,[H]C([H])([H])N(C1=NP(C([H])([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])O[C@]1(C#N)OC([H])([H])C([H])([H])[H])C([H])([H])[H],[[0]],[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)N=C(N(C)C)C(C#N)(OCC)O1
ligand14985-0,[H]N1C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C1([H])[H],[[9]],[Li]<-N1CCOCCOCCOCCOCCOCC1
ligand14986-0,[H]C1=C([H])C2=C(C([H])=C1[H])/C(C([H])([H])O/N=C(\[H])C1=C([H])C([H])=C(C([H])([H])N3CN(C([H])([H])[H])C([H])=C3[H])C([H])=C1[H])=C1/C([H])=C([H])C([H])=C([H])/C1=C/2[H],[[0]],[Be]=[C]1N(C)C=CN1Cc1ccc(C=NOCc2c3ccccc3cc3ccccc23)cc1
ligand14989-0,[H]OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])O[H])C([H])([H])C([H])([H])O[H],[[1]],[Li]<-N(CCO)(CCO)CCO
ligand14990-0,[H]/C(=N\[C@]([H])(c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])C([H])([H])[H])c1nc([H])c([H])c([H])c1[H],[[11]],[Li]<-N(=Cc1ccccn1)C(C)c1ccc(C)cc1
ligand15025-0,[H]c1nc([H])c([H])c(C(=O)N([H])c2c(C(=O)OC([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])[H])c1[H],[[5]],[Li]<-n1ccc(C(=O)Nc2c(C)cccc2C(=O)OC)cc1
ligand15063-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])N2N=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])=C2C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],[[0]],[Li]<-P(c1ccccc1)(c1ccccc1)n1nc(C(C)(C)C)cc1C(C)(C)C
ligand15070-0,[H]c1c([H])c([H])c(/C(I)=P\c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c([H])c1[H],[[2]],[Li]<-P(=C(I)c1ccccc1)c1c(C)cc(C)cc1C
ligand15071-0,[H]c1c([H])c(C([H])([H])[H])c2c(c1[H])c([H])c([H])c([H])[n+]2[O-],[[0]],[Li]<-[O-][n+]1cccc2cccc(C)c21
ligand15072-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])/C(C(=O)OC([H])([H])[H])=C(\[H])C(=O)OC([H])([H])[H])C([H])=C1[H],[[0]],[Li]<-P(C(=CC(=O)OC)C(=O)OC)(c1ccccc1)c1ccccc1
ligand15080-0,[H]C1=C([H])SC(N([H])P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])=N1,[[0]],[Li]<-P(Nc1nccs1)(c1ccccc1)c1ccccc1
ligand15085-0,[H]C([H])([H])N(C([H])([H])C([H])([H])N(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],[[0]],[Li]<-N(C)(CCN(C)C(C)(C)C)C(C)(C)C
ligand15089-0,[H]C1=C([H])C([H])=C(P2C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(=O)C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],[[0]],[Li]<-P1(c2ccccc2)C(C)(C)CC(=O)CC1(C)C
ligand15100-0,[H]O/N=C1/C(=O)[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C2(C([H])([H])[H])C([H])([H])[H],[[0]],[Li]<-N(O)=C1C(=O)C2(C)CCC1C2(C)C
ligand15105-0,[H]C1=C([H])C([H])=C(P([H])C([H])([H])[H])C([H])=C1[H],[[0]],[Li]<-P(C)c1ccccc1
ligand15112-0,[H]C1=NC(N([H])CN([H])C([H])([H])[H])=C([H])C([H])=C1[H],[[0]],[Be]=[C](NC)Nc1ccccn1
ligand15131-0,[H]C1=C([H])C2=C([H])N(C([H])([H])C([H])([H])[H])CN2C([H])=C1[H],[[1]],[Be]=[C]1N(CC)C=C2C=CC=CN12
ligand15138-0,[H]C1=C([H])C([H])=C(P([H])[C@@]([H])(C(=O)OC([H])([H])[H])C([H])([H])C(=O)OC([H])([H])[H])C([H])=C1[H],[[0]],[Li]<-P(c1ccccc1)C(CC(=O)OC)C(=O)OC
ligand15142-0,[H]O[C@@]([H])([C@]1([H])OC(C([H])([H])[H])(C([H])([H])[H])O[C@]1([H])[C@]1(O[H])N([H])CC([H])([H])C1([H])[H])[C@]1([H])OC(C([H])([H])[H])(C([H])([H])[H])OC1([H])[H],[[3]],[Be]=[C]1CCC(O)(C2OC(C)(C)OC2C(O)C2COC(C)(C)O2)N1
ligand15148-0,[H]c1nn([H])c(-c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c1[H],[[0]],[Li]<-n1ccc(-c2ccc(OC)cc2)[nH]1
ligand15154-0,[H]/C(=C(/[H])c1c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])c1nc([H])c([H])c([H])c1[H],[[0]],[Li]<-n1ccccc1C=Cc1ccc(N(C)C)cc1
ligand15156-0,[H]c1c([H])c2c([H])c([H])c1C([H])([H])C([H])([H])c1c([H])c([H])c(c(P(=S)(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c1[H])C([H])([H])C2([H])[H],[[0]],[Li]<-S=P(c1cc2ccc1CCc1ccc(cc1)CC2)(C(C)C)C(C)C
ligand15198-0,[H]C1=C(C([H])([H])[H])C(C([H])([H])[H])=C([H])P1C(F)(F)F,[[4]],[Li]<-p1(C(F)(F)F)cc(C)c(C)c1
ligand15199-0,[H]c1c([H])c([H])c2c(nc([H])c3c([H])c([H])c4c([H])c([H])c5c([H])c([H])c6c([H])c([H])c([H])c([H])c6c5c4c32)c1[H],[[0]],[Li]<-n1cc2ccc3ccc4ccc5ccccc5c4c3c2c2ccccc21
ligand15201-0,[H]C1=C([H])C([H])=C(C2=C(C3=C([H])C([H])=C([H])C([H])=C3[H])[C@@]([H])(C3=C([H])C([H])=C([H])C([H])=C3[H])P2C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[0]],[Li]<-P1(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C1c1ccccc1
ligand15205-0,[H]C1=NN(C([H])([H])N2N=C([H])P=C2[H])C([H])=P1,[[0]],[Li]<-p1cnn(Cn2cpcn2)c1
ligand15210-0,[H]C1=C([H])C(C2=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C2C([H])([H])[H])=C(P(C([H])([H])[H])C([H])([H])[H])C(C2=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C2C([H])([H])[H])=C1[H],[[0]],[Li]<-P(C)(C)c1c(-c2c(C)cc(C)cc2C)cccc1-c1c(C)cc(C)cc1C
ligand15213-0,[H]c1oc(-c2nc3c([H])c([H])c([H])c([H])c3n2C([H])([H])c2oc([H])c([H])c2[H])c([H])c1[H],[[15]],[Li]<-n1c(-c2ccco2)n(Cc2ccco2)c2ccccc21
ligand15231-0,[H]C1=C([H])C([H])=C(C2=C(C3=C([H])C([H])=C(C([H])([H])[H])C([H])=C3[H])C3=C([H])C([H])=C([H])C([H])=C3P2[H])C([H])=C1[H],[[0]],[Li]<-[pH]1c(-c2ccccc2)c(-c2ccc(C)cc2)c2ccccc21
ligand15234-0,[H]c1nc(C(=O)N([H])[H])c([H])n1[H],[[5]],[Li]<-n1c[nH]cc1C(N)=O
ligand15237-0,[H]C([H])=C([H])C([H])([H])N1CN(C([H])([H])C([H])([H])[H])C([H])=C1[H],[[1]],[Be]=[C]1N(CC)C=CN1CC=C
ligand15244-0,[H]C1=C([H])N(OC([H])([H])[H])CN1OC([H])([H])[H],[[4]],[Be]=[C]1N(OC)C=CN1OC
ligand15247-0,[H]C1=NC(Cl)=C(Cl)N1C([H])([H])N1CN(C([H])([H])[H])C(Cl)=C1Cl,[[4]],[Be]=[C]1N(C)C(Cl)=C(Cl)N1Cn1cnc(Cl)c1Cl
ligand15253-0,[H]N([H])n1c(=O)c(C([H])([H])[H])nn([H])c1=S,[[0]],[Li]<-S=c1[nH]nc(C)c(=O)n1N
ligand15260-0,[H]C1=C([H])C2=C([H])N(C3=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C3C([H])([H])[H])CN2C(C2=C(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C2C([H])(C([H])([H])[H])C([H])([H])[H])=C1[H],[[1]],[Be]=[C]1N2C(=CN1c1c(C)cc(C)cc1C)C=CC=C2c1c(C(C)C)cc(C(C)C)cc1C(C)C
ligand15266-0,[H]C1=C([H])C([H])=C(C2=C(N3CN(C4=C(C5=C([H])C([H])=C([H])C([H])=C5[H])C([H])=C([H])C([H])=C4[H])[C@]([H])(C([H])([H])[H])[C@]3([H])C([H])([H])[H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[0]],[Be]=[C]1N(c2ccccc2-c2ccccc2)C(C)C(C)N1c1ccccc1-c1ccccc1
ligand15297-0,[H]c1nc([H])c([H])c(-c2nc3nc([H])c([H])c([H])c3c([H])c2[H])c1[H],[[0]],[Li]<-n1ccc(-c2ccc3cccnc3n2)cc1
ligand15298-0,[H]c1nc([H])n(C([H])([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])c([H])c23)c1[H],[[0]],[Li]<-n1ccn(Cc2cccc3ccccc23)c1
ligand15310-0,[H]C([H])([H])C(N1[Si]N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H])(C([H])([H])[H])C([H])([H])[H],[[0]],[Be]=[Si]1N(C(C)(C)C)CCN1C(C)(C)C
ligand15316-0,[H]c1nc([H])n(-c2c([H])c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])c1[H],[[0]],[Li]<-n1ccn(-c2ccc(-c3ccccc3)cc2)c1
ligand15320-0,[H]C1=C([H])C([H])=C(N2CN(C([H])([H])[H])N(C([H])([H])[H])C2=O)C([H])=C1[H],[[4]],[Be]=[C]1N(c2ccccc2)C(=O)N(C)N1C
ligand15322-0,[H]OC1=C2C([H])=C([H])C([H])=C1C([H])([H])C1=C([H])C([H])=C([H])C3=C1OP1OC4=C(C([H])=C([H])C([H])=C4C2([H])[H])C([H])([H])C2=C([H])C([H])=C([H])C(=C2O1)C3([H])[H],[[0]],[Li]<-P12Oc3c4cccc3Cc3cccc(c3O1)Cc1cccc(c1O2)Cc1cccc(c1O)C4
ligand15329-0,[H]C([H])([H])C(=S)C([H])([H])[H],[[0]],[Li]<-S=C(C)C
ligand15331-0,[H]c1nc(-c2nc(-c3nc([H])c([H])c([H])c3[H])c(-c3nc([H])c([H])c([H])c3[H])nc2-c2nc([H])c([H])c([H])c2[H])c([H])c([H])c1[H],[[24]],[Li]<-n1ccccc1-c1nc(-c2ccccn2)c(-c2ccccn2)nc1-c1ccccn1
ligand15333-0,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N1CN(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[[0]],[Be]=[C]1N(CC(C)(C)C)CCCCN1CC(C)(C)C
ligand15334-0,[H]C1=C([H])C([H])=C(OP(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C(Br)=C1[H],[[8]],[Li]<-P(Oc1ccccc1Br)(C1CCCCC1)C1CCCCC1
ligand15339-0,[H]c1nc2[n+](C([H])([H])C([H])([H])C([H])([H])[H])c([H])nc-2c(N([H])[H])n1[O-],[[10]],[Li]<-n1c[n+](CCC)c2ncn([O-])c(N)c1-2
ligand15347-0,[H]C1=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C(N2CN(C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])=C2[H])=C1C([H])([H])[H],[[2]],[Be]=[C]1N(c2c(C)cc(C)cc2C)C=CN1C1CCCC1
ligand15349-0,[H]C1=C([H])C([H])=C(/C([H])=C([H])/C(=C(/[H])C([H])([H])C([H])([H])C([H])([H])[H])N(COC([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],[[0]],[Be]=[C](OCC)N(C(C=Cc1ccccc1)=CCCC)C(C)C
ligand15351-0,[H]/C(=C(/C#N)C(=O)OC([H])([H])[H])c1c([H])c([H])nc([H])c1[H],[[0]],[Li]<-n1ccc(C=C(C#N)C(=O)OC)cc1
ligand15364-0,[H]c1nc(-c2nc(C([H])([H])C(=O)N([H])[H])n([H])n2)c([H])c([H])c1[H],[[9]],[Li]<-n1c(-c2ccccn2)n[nH]c1CC(N)=O
ligand15369-0,[H]c1c([H])c(C([H])([H])[H])c(N([H])C(=S)N([H])c2c(C([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])[H])c(C([H])([H])[H])c1[H],[[0]],[Li]<-S=C(Nc1c(C)cccc1C)Nc1c(C)cccc1C
ligand15379-0,[H]C(=O)c1nc([H])c([H])c([H])c1[H],[[0]],[Li]<-n1ccccc1C=O
ligand15382-0,[H]N([H])n1c(C([H])([H])C([H])([H])[H])nnc1C([H])([H])C([H])([H])[H],[[0]],[Li]<-n1nc(CC)n(N)c1CC
ligand15387-0,[H]C1=C([H])C([H])=C(C2=NP(C([H])([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C(=O)OC([H])([H])C([H])([H])[H])=N2)C([H])=C1[H],[[0]],[Li]<-p1(C([Si](C)(C)C)[Si](C)(C)C)nc(-c2ccccc2)nc1C(=O)OCC
ligand15391-0,[H]/C(=N\N=C(/[H])c1c([H])nc([H])c([H])c1[H])c1c([H])nc([H])c([H])c1[H],[[0]],[Li]<-n1cccc(C=NN=Cc2cccnc2)c1
ligand15396-0,[H]c1c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c(P=C(SC([H])([H])[H])SC([H])([H])[H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],[[4]],[Li]<-P(=C(SC)SC)c1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C
ligand15400-0,[H]C1=C([H])C([H])=C(C([H])([H])[H])C(N2CN(C3=C([H])C([H])=C([H])C([H])=C3C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])=C1[H],[[0]],[Be]=[C]1N(c2ccccc2C)CCCCCN1c1ccccc1C
ligand15409-0,[H]C1=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C(C([H])([H])N2CN(C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])C2([H])[H])=C1C([H])([H])[H],[[12]],[Be]=[C]1N(CCOC)CCN1Cc1c(C)cc(C)cc1C
ligand15420-0,[H]c1c([H])c2c([H])c([H])c([H])c3c4n(c(=O)c(c1[H])c23)C([H])([H])C([H])([H])N=4,[[15]],[Li]<-N1=c2c3cccc4cccc(c(=O)n2CC1)c43
ligand15423-0,[H]c1c([H])c([H])c(F)c([H])c1[H],[[0]],[Li]<-Fc1ccccc1
ligand15425-0,[H]C1=C([H])N(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])CN1C([H])([H])[H],[[2]],[Be]=[C]1N(C)C=CN1CCC(C)C
ligand15450-0,[H]C1=C([H])C([H])=C(C([H])([H])ON2CN(OC([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])C([H])=C2[H])C([H])=C1[H],[[6]],[Be]=[C]1N(OCc2ccccc2)C=CN1OCc1ccccc1
ligand15454-0,[H]C1=C([H])C([H])=C2C(=C1[H])C([H])=C([H])C1=C(C([H])=C([H])C([H])=C1[H])[C@]2([H])N1CN([C@]23C([H])([H])[C@@]4([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C4([H])[H])C2([H])[H])C3([H])[H])C([H])=C1[H],[[1]],[Be]=[C]1N(C2c3ccccc3C=Cc3ccccc32)C=CN1C12CC3CC(CC(C3)C1)C2
ligand15456-0,[H]/C(=N\C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])c1oc([H])c([H])c1[H],[[9]],[Li]<-N(=Cc1ccco1)Cc1ccccc1
ligand15457-0,[H]C1=C([H])C([H])=C([H])C(=C2N([H])C([H])([H])C([H])([H])N2[H])C1=O,[[3]],[Li]<-O=C1C=CC=CC1=C1NCCN1
ligand15458-0,[H]N(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[[0]],[Li]<-N(C1CCCCC1)C1CCCCC1
ligand15487-0,[H]C1=NC([H])=C([H])C(P(=O)(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])=C1[H],[[30]],[Li]<-n1ccc(P(=O)(c2ccccc2)c2ccccc2)cc1
ligand15504-0,[H]C([H])=C([H])C([H])([H])N([H])P(C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],[[0]],[Li]<-P(NCC=C)(c1ccccc1)c1ccccc1
ligand15531-0,[H]C1=C([H])C([H])=C(P2C([H])([H])C3=C(C2([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])=C1[H],[[9]],[Li]<-P1(c2ccccc2)CC2=C(CCCCC2)C1
ligand15543-0,[H]c1c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])nc2c(c1[H])c([H])c([H])c1c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])nc12,[[3]],[Li]<-n1c(C(C)CC)ccc2ccc3ccc(C(C)CC)nc3c21
ligand15546-0,[H]C([H])([H])C(N1CN(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)C1=O)(C([H])([H])[H])C([H])([H])[H],[[0]],[Be]=[C]1N(C(C)(C)C)C(=O)C(=O)N1C(C)(C)C
ligand15551-0,[H]C([H])([H])N1N2C([H])([H])N3N(C([H])([H])[H])P1N(C([H])([H])[H])N(C2([H])[H])C3([H])[H],[[0]],[Li]<-P12N(C)N3CN(CN(C3)N1C)N2C
ligand15553-0,[H]P(N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])P(Cl)N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],[[2]],[Li]<-P(N(C(C)C)C(C)C)P(Cl)N(C(C)C)C(C)C
ligand15561-0,[H]C1=C([H])C([H])=C(P(C2=C([H])C([H])=C([H])C([H])=C2[H])N(C2=C(C([H])([H])[H])C([H])=C([H])C([H])=C2C([H])([H])[H])P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[0]],[Li]<-P(c1ccccc1)(c1ccccc1)N(c1c(C)cccc1C)P(c1ccccc1)c1ccccc1
ligand15562-0,[H]c1c([H])[c-]([H])c([H])n/c1=N\[S+](C([H])([H])[H])C([H])([H])[H],[[1]],[Li]<-N(=c1cc[cH-]cn1)[S+](C)C
ligand15566-0,[H]C1=C([H])C([H])=C(C2=C([H])C([H])=C(C3=C([H])C([H])=C([H])C([H])=C3[H])P2C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[3]],[Li]<-p1(-c2ccccc2)c(-c2ccccc2)ccc1-c1ccccc1
ligand15567-0,[H]C1=C([H])C([H])=C(C2=NN(C3=C([H])C([H])=C([H])C([H])=C3[H])P3C(C4=C([H])C([H])=C([H])C([H])=C4[H])(C4=C([H])C([H])=C([H])C([H])=C4[H])[C@]23[H])C([H])=C1[H],[[0]],[Li]<-P12C(C(c3ccccc3)=NN1c1ccccc1)C2(c1ccccc1)c1ccccc1
ligand15568-0,[H]c1c([H])c(-c2nc3c([H])c([H])c([H])c([H])c3n2[H])c([H])c(-c2nc3c([H])c([H])c([H])c([H])c3n2[H])c1[H],[[0]],[Li]<-n1c(-c2cccc(-c3nc4ccccc4[nH]3)c2)[nH]c2ccccc21
ligand15570-0,[H]C1=C([H])C([H])=C(P2[C@@]([H])(C3=C([H])C([H])=C([H])C([H])=C3[H])N3C(=O)C4=C([H])C([H])=C([H])C([H])=C4C(=O)N3[C@]2([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[0]],[Li]<-P1(c2ccccc2)C(c2ccccc2)n2c(=O)c3ccccc3c(=O)n2C1c1ccccc1
ligand15575-0,[H]C1=C([H])C([H])=C(N(CN(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],[[0]],[Be]=[C](N(c1ccccc1)C(C)C)N(C(C)C)C(C)C
ligand15581-0,[H]OC([H])([H])C([H])([H])N1CN(C2=C(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])C([H])=C2C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],[[0]],[Be]=[C]1N(CCO)C=CN1c1c(C(C)C)cccc1C(C)C
ligand15589-0,[H]C([H])([H])C(C1=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])P(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])P1C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])(C([H])([H])[H])C([H])([H])[H],[[0]],[Li]<-p1(C2CCCCC2)c(C(C)(C)C)c(C(C)(C)C)p1C1CCCCC1
ligand15591-0,[H]C1([H])N(CN2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H],[[1]],[Be]=[C](N1CCCC1C)N1CCCC1C
ligand15600-0,[H]C1=C([H])C2=C([H])/C([H])=C(Cl)\N=C\2N=C1C([H])([H])N1CN(C2=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C([H])=C2C([H])([H])[H])C([H])=C1[H],[[19]],[Be]=[C]1N(Cc2ccc3ccc(Cl)nc3n2)C=CN1c1c(C)cc(C)cc1C
ligand15601-0,[H]C([H])([H])C(P1O[C@]1([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],[[0]],[Li]<-P1(C(C)(C)C)OC1C(C)(C)C
ligand15603-0,[H]C([H])=C([H])[As](C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],[[0]],[Li]<-[As](C=C)(c1ccccc1)c1ccccc1
ligand15607-0,[H]c1c([H])c(N([H])[H])c([H])c([H])c1Br,[[3]],[Li]<-Nc1ccc(Br)cc1
ligand15609-0,[H]P1OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O1,[[0]],[Li]<-P1OCC(C)(C)CO1
ligand15611-0,[H]c1nc([H])c([H])c(C([H])([H])C([H])([H])[H])c1[H],[[1]],[Li]<-n1ccc(CC)cc1
ligand15615-0,[H]C1=C([H])C([H])=C(P(OC2=C(F)C([H])=C([H])C([H])=C2F)C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[0]],[Li]<-P(Oc1c(F)cccc1F)(c1ccccc1)c1ccccc1
ligand15620-0,[H]C1=C([H])C(C([H])([H])[H])=C(P(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])=C1[H],[[0]],[Li]<-P(c1c(C)cccc1C)(C(C)C)C(C)C
ligand15623-0,[H]C1=C([H])C([H])=C([C@@]2([H])N(C([H])([H])[H])C(N(C([H])([H])[H])C([H])([H])[H])=NP2C([H])([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],[[1]],[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)N=C(N(C)C)N(C)C1c1ccccc1
ligand15626-0,[H]C1=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])C(N2CN(C([H])([H])C([H])([H])OC([H])([H])[H])C([H])=C2[H])=C1C([H])([H])[H],[[0]],[Be]=[C]1N(CCOC)C=CN1c1c(C)cc(C)cc1C
ligand15632-0,[H]C1=C([H])C([H])=C(C2=C([H])C([H])=C([H])C3=C([H])N(N4[C@]([H])(C5=C([H])C([H])=C([H])C([H])=C5[H])C([H])([H])C([H])([H])[C@@]4([H])C4=C([H])C([H])=C([H])C([H])=C4[H])CN23)C([H])=C1[H],[[1]],[Be]=[C]1N2C(=CN1N1C(c3ccccc3)CCC1c1ccccc1)C=CC=C2c1ccccc1
ligand15639-0,[H]C1=C([H])/C([H])=C(/[H])[C@]2([H])P(C([H])([H])[H])[C@]2([H])/C([H])=C\1[H],[[0]],[Li]<-P1(C)C2C=CC=CC=CC21
ligand15655-0,[H]C1=NN(C([H])(C([H])([H])[H])C([H])([H])[H])CN1C([H])([H])C([H])([H])[H],[[1]],[Be]=[C]1N(CC)C=NN1C(C)C
ligand15658-0,[H]c1nc(C#Cc2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c1[H],[[0]],[Li]<-n1ccccc1C#Cc1ccccc1
ligand15662-0,[H]C1=C([H])C([H])=C([As]([H])C([H])([H])C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],[[3]],[Li]<-[H][As](CC(C)=C(C)C)c1ccccc1
ligand15675-0,[H]c1nn(C2=NC([H])([H])C([H])([H])S2)c([H])c1[H],[[9]],[Li]<-N1=C(n2cccn2)SCC1
ligand15686-0,[H]C1=C([H])C2=C(C([H])=C1[H])P(C([H])([H])[H])C1=C2C([H])=C([H])C([H])=C1[H],[[0]],[Li]<-p1(C)c2ccccc2c2ccccc21
ligand15704-0,[H]C1=C([H])C([H])=C(SC([H])([H])C([H])([H])P(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],[[8]],[Li]<-P(CCSc1ccccc1)(c1ccccc1)c1ccccc1
