,enriched_smiles,name
741,COc1cccc(P(->[Ir])(c2ccccc2)c2ccccc2)c1N(C)(->[Ir])C12CC3CC(CC(C3)C1)C2,ligand5118-0
742,Cc1ccc2cccc(P(C)(->[Ir])c3ccccc3)c2n1->[Ir],ligand5125-0
743,CN1(->[Ir])CC2CC(C1)C1CCCCN1(->[Ir])C2,ligand5138-0
744,Clc1cc(-c2ccccn2)n(->[Ir])c(-c2ccccn2->[Ir])c1,ligand5153-0
745,[Be]=[C]1N(C2CCCCC2N2C=NN(C(C)C)[C]2=[Be])C=NN1C(C)C,ligand5168-0
746,CCOC(=O)Cn1ccn(->[Ir])c(Sc2ccccn2->[Ir])c1=O,ligand5172-0
747,[Be]=[C]1N(Cc2cc(OC)ccc2OC)C=CN1CN1C=CN(Cc2cc(OC)ccc2OC)[C]1=[Be],ligand5175-0
748,CC(c1ccccc1)N(->[Ir])CCN(->[Ir])C(C)c1ccccc1,ligand5190-0
749,O=N(->[Ir])C1(ON(->[Ir])=C2CCCCC2)CCCCC1,ligand5191-0
750,[Ir]<-NCCN(->[Ir])c1ccccc1,ligand5196-0
751,CC(C)P(->[Ir])(c1cccc2cccn(->[Ir])c12)C(C)C,ligand5197-0
752,[Ir]<-n1cccnc1-n1cccn1->[Ir],ligand5200-0
753,[Ir]<-n1ccccc1-c1cccc(-c2ccccc2)n1->[Ir],ligand5206-0
754,Cn1ccn(->[Ir])c1CP(->[Ir])(c1ccccc1)c1ccccc1,ligand5209-0
755,CC(C)Sc1ccccc1P(->[Ir])(c1ccccc1SC(C)C)c1ccccc1S(->[Ir])C(C)C,ligand5215-0
756,CC(C)(C)c1[nH]nc(-c2ccccn2->[Ir])n1->[Ir],ligand5222-0
757,COc1cccc2c1P(->[Ir])(C(C)(C)C)C(C1Oc3cccc(OC)c3P1(->[Ir])C(C)(C)C)O2,ligand5229-0
758,[Be]=[C]1N(CCS(->[Ir])C(C)C)c2ccccc2N1Cc1ccccc1,ligand5240-0
759,CC(C)(C)P(->[Ir])(COc1ccccn1->[Ir])c1ccccc1,ligand5247-0
760,COc1ccc2ccc3ccc(OC)n(->[Ir])c3c2n1->[Ir],ligand5253-0
761,CN(C)(->[Ir])CCP(->[Ir])(c1ccccc1)c1ccccc1,ligand5254-0
762,[Ir]<-P(c1ccccc1)(c1ccccc1)c1cccc2ccn(P(->[Ir])(c3ccccc3)c3ccccc3)c12,ligand5258-0
763,CC12CN(->[Ir])(c3ccccc3)CC(C)(CN(->[Ir])(c3ccccc3)C1)C2=O,ligand5264-0
764,[Ir]<-N1=C(c2ccccn2->[Ir])OC(c2ccccc2)C1COC(c1ccccc1)(c1ccccc1)c1ccccc1,ligand5282-0
765,CCC(Nc1cc(C)ccn1->[Ir])=N(->[Ir])c1cc(C)ccn1,ligand5284-0
766,CC(=O)[C+](C(C)=O)C(=S->[Ir])[S-]->[Ir],ligand5293-1
767,Nc1cccc(-c2cccc(N)n2->[Ir])n1->[Ir],ligand5294-0
768,[Be]=[C]1N(C)C=CN1c1ccccc1CN->[Ir],ligand5302-0
769,[Ir]<-S=C([S-]->[Ir])C(P(=C1C=C[CH+]C=C1)(c1ccccc1)c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,ligand5303-0
770,Cc1ccccc1-c1n2ccccc2c(-c2ccccn2->[Ir])n1->[Ir],ligand5311-0
771,[Ir]<-n1ccn(CCOCCOCCOCCOCCn2ccn(->[Ir])c2)c1,ligand5333-0
772,COc1ccc(CN(->[Ir])CCN(->[Ir])Cc2ccc(OC)cc2)cc1,ligand5355-0
773,[Ir]<-Nc1ccccc1Sc1ccccc1N->[Ir],ligand5360-0
774,CO(->[Ir])CCP(->[Ir])(c1ccccc1)c1ccccc1,ligand5365-0
775,CCS(->[Ir])CCP(->[Ir])(c1ccccc1)c1ccccc1,ligand5367-0
776,FC(F)(F)C(F)(F)P(->[Ir])(CCP(->[Ir])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,ligand5374-0
777,Cn1ccn(->[Ir])c1CP(->[Ir])(C1CCCCC1)C1CCCCC1,ligand5375-0
778,N#CCCSC1=C(SCCC#N)SC(=C(c2ccccn2->[Ir])c2ccccn2->[Ir])S1,ligand5382-0
779,O=C(C1=CC(=N->[Ir])C(=N->[Ir])C=C1)c1ccccc1,ligand5388-0
780,CC(=O)NC(c1ccccn1->[Ir])c1ccccn1->[Ir],ligand5418-0
781,OCCN(->[Ir])CCN(->[Ir])CCO,ligand5429-0
782,Cc1ccc(N(->[Ir])=Nc2n(C)ccn2->[Ir])cc1,ligand5436-0
783,CC(C)(C)N1[Se]N(C(C)(C)C)[Se](->[Ir])N(C(C)(C)C)[Se]N(C(C)(C)C)[Se]1->[Ir],ligand5442-0
784,CC(=O)NN(->[Ir])=C(C)c1ccccn1->[Ir],ligand5444-0
785,CC1(C)COC(c2ccccc2N->[Ir])=N1->[Ir],ligand5449-0
786,CCP(->[Ir])(c1ccccc1)C(C)CP(->[Ir])(c1ccccc1)c1ccccc1,ligand5454-0
787,CC1(C)OB(c2cccc(N(->[Ir])=Cc3ccccn3->[Ir])c2)OC1(C)C,ligand5464-0
788,[Ir]<-n1ccccc1-n1cc(Cc2ccccc2)nn1->[Ir],ligand5475-0
789,CC(c1ccccc1)N1(->[Ir])CCC2(CCCN2->[Ir])C1,ligand5484-0
790,CC1=C(C)C2C(S(->[Ir])c3ccccc3)CC1P2(->[Ir])c1ccccc1,ligand5485-0
791,NC(NN->[Ir])=O->[Ir],ligand5486-0
792,CC1(C)COP(->[Ir])(OC(=C(OP2(->[Ir])OCC(C)(C)CO2)c2ccccc2)c2ccccc2)OC1,ligand5489-0
793,[Be]=[C]1N(Cc2ccccn2->[Ir])C=CN1c1c(C)cc(C)cc1C,ligand5490-0
794,COCCO(->[Ir])CCOCCO(C)->[Ir],ligand5494-0
795,[Be]=[C]1N(CC(C(C)C)S(->[Ir])C2CCCCC2)C=C2C=Cc3ccccc3N12,ligand5498-0
796,[Ir]<-n1cc[nH]c1-c1[nH]ccn1->[Ir],ligand5500-0
797,CC12CCC(CC1=N(->[Ir])CCN1(->[Ir])CCCC1)C2(C)C,ligand5502-0
798,CON(->[Ir])=C(C)c1ccccn1->[Ir],ligand5503-0
799,[Ir]<-n1ccccc1-c1cc(-c2ccc(-c3ccccc3)cc2)cc(-c2ccccn2)n1->[Ir],ligand5507-0
800,Cn1ccn(->[Ir])c1Cc1n(C)ccn1->[Ir],ligand5509-0
801,[Ir]<-P(c1ccccc1)(c1ccccc1)N1c2ccccc2-c2ccccc2P1(->[Ir])c1ccccc1,ligand5513-0
802,CC(c1ccc2ccccc2n1->[Ir])=N(->[Ir])c1c(C)cccc1C,ligand5524-0
803,[Ir]<-P(c1ccccc1)(c1ccccc1)N(N1CCOCC1)P(->[Ir])(c1ccccc1)c1ccccc1,ligand5543-0
804,[Ir]<-N(Cc1ccccc1)C1CCCCC1N(->[Ir])Cc1ccccc1,ligand5552-0
805,CC(C)P(->[Ir])(c1cccc2c1Oc1c(cccc1P(->[Ir])(C(C)C)C(C)C)C2(C)C)C(C)C,ligand5561-0
806,CC(C)c1ccccc1-n1c(=S->[Ir])n(C(C)(C)C2=N(->[Ir])C(C(C)C)CO2)c2ccccc21,ligand5567-0
807,[Ir]<-n1c(CSCc2[nH]c3ccccc3n2->[Ir])[nH]c2ccccc21,ligand5571-0
808,CCCn1c(CSCc2n(CCC)c3ccccc3n2->[Ir])n(->[Ir])c2ccccc21,ligand5583-0
809,N#Cc1cccc(N(P(->[Ir])(c2ccccc2)c2ccccc2)P(->[Ir])(c2ccccc2)c2ccccc2)c1,ligand5587-0
810,[Ir]<-n1nn(Cc2ccccc2)cc1C[Se](->[Ir])c1ccccc1,ligand5589-0
811,[Ir]<-N(=Cc1ccccn1->[Ir])CCc1ccc2c(c1)OCO2,ligand5597-0
812,COc1ccccc1P(->[Ir])(c1ccccc1OC)c1sc2ccccc2c1P(=O->[Ir])(c1ccccc1)c1ccccc1,ligand5606-0
813,[Ir]<-n1ccncc1-c1cnccn1->[Ir],ligand5613-0
814,CC(C)P(->[Ir])(Cc1n(C)ccn1->[Ir])C(C)C,ligand5616-0
815,CS(->[Ir])Cc1ccccc1CS(C)->[Ir],ligand5625-0
816,[Ir]<-S1CCCS(->[Ir])Cc2ccccc2OCCOc2ccccc2C1,ligand5641-0
817,[Ir]<-O=C(COc1cccc2cccn(->[Ir])c12)NCc1ccccc1,ligand5648-0
818,NCCN(->[Ir])CCN->[Ir],ligand5650-0
819,Cc1cc(C)n(->[Ir])n1-c1ccccc1N->[Ir],ligand5662-0
820,[Ir]<-N(=Cc1ccccc1)c1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand5667-0
821,CC(C)CCN(->[Ir])Cc1ccccn1->[Ir],ligand5672-0
822,COc1ccc(-c2cc3ccc4cc(-c5ccc(OC)cc5)cn(->[Ir])c4c3n(->[Ir])c2)cc1,ligand5676-0
823,[Ir]<-NCCc1ccccn1->[Ir],ligand5690-0
824,COC1OCC(O)C(N->[Ir])C1N->[Ir],ligand5693-0
825,O=C(c1cccc(=O)[nH]1)c1cccc(-c2ccccn2->[Ir])n1->[Ir],ligand5697-0
826,COc1ccccc1P(->[Ir])(Cc1cn(CSc2ccccc2)nn1->[Ir])c1ccccc1OC,ligand5698-0
827,[Ir]<-n1ccccc1CN(CCN(Cc1ccccn1)Cc1ccccn1->[Ir])Cc1ccccn1,ligand5707-0
828,Nc1nc(-c2ccccc2)cc(-c2ccccn2->[Ir])n1->[Ir],ligand5722-0
829,O=C(O)c1ccc(N(->[Ir])=Cc2ccccn2->[Ir])cc1,ligand5723-0
830,Cc1ccc(S(->[Ir])CC(=O)N(CC(C)C)CC(C)C)c(S(->[Ir])CC(=O)N(CC(C)C)CC(C)C)c1,ligand5724-0
831,[Ir]<-n1ccccc1N(Cc1ccccc1)CP(->[Ir])(c1ccccc1)c1ccccc1,ligand5727-0
832,[Ir]<-N1=c2ccc3ccccc3c2=NN(c2ccccc2)C1c1ccccn1->[Ir],ligand5738-0
833,[Be]=[C]1N(C)c2ccccc2N1c1ccccn1->[Ir],ligand5740-0
834,Fc1cc2nc3c4cccn(->[Ir])c4c4c(cccn4->[Ir])c3nc2cc1F,ligand5742-0
835,[Ir]<-O=Cc1ccccn1->[Ir],ligand5745-0
836,Brc1csc(-c2nc3c4cccn(->[Ir])c4c4c(cccn4->[Ir])c3[nH]2)c1,ligand5747-0
837,CC(C)(C)c1cc(C(C)(C)C)n(->[Ir])n1CCNCc1ccccn1->[Ir],ligand5753-0
838,CC(C)(C1=N(->[Ir])C(C(C)(C)C)CO1)C1=N(->[Ir])C(C(C)(C)C)CO1,ligand5759-0
839,[Ir]<-n1ccccc1-c1c2c(c(-c3ccccc3)p1(->[Ir])-c1ccccc1)CCCC2,ligand5763-0
840,CCCCN(->[Ir])=C(C)c1ccccn1->[Ir],ligand5766-1
841,CC(C)c1cccc(C(C)C)c1N(->[Ir])=C(OP(->[Ir])(C(C)C)C(C)C)C(C)(C)C,ligand5768-0
842,O=C(O)CNC(=O)CN(->[Ir])=Cc1ccccn1->[Ir],ligand5775-0
843,Cc1cc(C)n(P(->[Ir])(c2ccccc2)N(C(C)c2ccccc2)P(->[Ir])(c2ccccc2)c2ccccc2)n1,ligand5776-0
844,[Ir]<-n1ccccc1-c1cnc2cc3ccccc3cc2n1->[Ir],ligand5779-0
845,[Ir]<-N(=C(N1CCOCC1)N1CCOCC1)c1cccc2cccn(->[Ir])c12,ligand5793-0
846,CC(c1ccccn1->[Ir])=N(->[Ir])c1ccccc1,ligand5799-0
847,CCN1C=CON(->[Ir])=C1C(N(CC)CC)=N(O)->[Ir],ligand5809-0
848,C[Si]1(C)(->[Ir])c2ccccc2[SiH2]1->[Ir],ligand5810-0
849,[Ir]<-P1(c2ccccc2)CCP(->[Ir])(c2ccccc2)CC1,ligand5813-0
850,Cc1cc(C)cc(N(->[Ir])=C2C(=N(->[Ir])c3cc(C)cc(C)c3)c3cccc4cccc2c34)c1,ligand5815-0
851,[Ir]<-N1c2ccccc2COC1c1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand5816-0
852,[Be]=[C]1N(c2ccccc2)C=CN1c1ccccn1->[Ir],ligand5825-0
853,Cc1cccc(CS(->[Ir])C(C)(C)C)n1->[Ir],ligand5826-0
854,CC(c1ccccc1)N(->[Ir])CC1CCCN1->[Ir],ligand5829-0
855,CC12CCC(C(=S->[Ir])C1=S->[Ir])C2(C)C,ligand5830-0
856,[Ir]<-n1nc2[nH]cccc-2c1-c1[nH]c2ccccc2n1->[Ir],ligand5833-0
857,[Ir]<-P(C1=CC2CC(P(->[Ir])(c3ccccc3)c3ccccc3)C1O2)(c1ccccc1)c1ccccc1,ligand5840-0
858,Cc1c(-c2c(C)c3ccccc3n2P(->[Ir])(c2ccccc2)c2ccccc2)n(P(->[Ir])(c2ccccc2)c2ccccc2)c2ccccc12,ligand5842-0
859,[Be]=[C]1N(C)C(C#N)=C(C#N)N1CCCN1[C](=[Be])N(C)C(C#N)=C1C#N,ligand5859-0
860,OCCN(->[Ir])Cc1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand5861-0
861,[Be]=[C]1N(C)C=CN1C(c1ccccc1)N1C=CN(C)[C]1=[Be],ligand5863-0
862,Cc1cccc(N=Cc2ccccn2)c1-c1c(C)cccc1N(->[Ir])=Cc1ccccn1->[Ir],ligand5864-0
863,CC(C)C1CCC(C(C)C)P1(->[Ir])c1ccccc1P1(->[Ir])C(C(C)C)CCC1C(C)C,ligand5870-0
864,Cc1cc(C)c(-n2ccn(->[Ir])c2[Se][Se]c2n(-c3c(C)cc(C)cc3C)ccn2->[Ir])c(C)c1,ligand5880-0
865,CC1(C)C2Cc3cc(-c4ccccn4->[Ir])n(->[Ir])cc3C1C2,ligand5884-0
866,CCc1nccn(->[Ir])c1C(C)=NNC(Nc1ccccc1)=O->[Ir],ligand5886-0
867,[Ir]<-N1(CC2CCCO2)CCC(P(->[Ir])(c2ccccc2)c2ccccc2)C1,ligand5896-0
868,CN(C)(->[Ir])C1CCCCC1N(C)(->[Ir])C[Si](C)(c1ccccc1)c1ccccc1,ligand5897-0
869,[Ir]<-N1=C(N2CCSC2=N(->[Ir])c2ccccn2)SCC1,ligand5900-0
870,[Ir]<-N(CC1CCCN1->[Ir])c1ccccc1,ligand5916-0
871,COC(=O)C(CCS(C)->[Ir])N(->[Ir])=Cc1cccs1,ligand5921-0
872,[Ir]<-n1ccccc1CN(->[Ir])Cc1ccccn1,ligand5927-0
873,C[Si]1(C)c2cccc(P(->[Ir])(c3ccccc3)c3ccccc3)c2Oc2c1cccc2P(->[Ir])(c1ccccc1)c1ccccc1,ligand5929-0
874,[Ir]<-P(CCSCCP(->[Ir])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,ligand5936-0
875,CC(C(C)P(->[Ir])(c1ccccc1)c1ccccc1)P(->[Ir])(c1ccccc1)c1ccccc1,ligand5941-0
876,Cc1cc(C)c(C)c(Cn2c(-c3ccc4ccccc4n3->[Ir])n(->[Ir])c3ccccc32)c1C,ligand5944-0
877,[Ir]<-Clc1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand5955-0
878,FC(F)COCc1ccc(-c2ccc(COCC(F)F)cn2->[Ir])n(->[Ir])c1,ligand5958-0
879,[Ir]<-P(CCOCCOCCP(->[Ir])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,ligand5962-0
880,[Ir]<-n1cccc2cccc(CSc3sc4ccccc4n3->[Ir])c21,ligand5964-0
881,[Ir]<-P(c1ccccc1)(c1ccccc1)N(c1ccccc1-c1ccccc1)P(->[Ir])(c1ccccc1)c1ccccc1,ligand5968-0
882,CN(C)C(N(C)C)=N(->[Ir])C1COCC1N(->[Ir])=C(N(C)C)N(C)C,ligand5972-0
883,CCN(CC)C(N(CC)CC)=N(->[Ir])c1cccc2cccn(->[Ir])c12,ligand5980-0
884,Clc1ccn(->[Ir])c2c1ccc1ccc3c(Cl)ccn(->[Ir])c3c12,ligand5991-0
885,Cn1c(CS(->[Ir])C(C)(C)C)n(->[Ir])c2ccccc21,ligand5995-0
886,C[Si](C)(CC[Si](C)(C)c1ccccn1->[Ir])c1ccccn1->[Ir],ligand6034-0
887,[Ir]<-S(c1ccccc1)c1ccccc1CP(->[Ir])(c1ccccc1)c1ccccc1,ligand6050-0
888,[Ir]<-P(NP(->[Ir])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,ligand6067-0
889,[Ir]<-S1CCSCCS(->[Ir])Cc2ccccc2C1,ligand6070-0
890,Cc1cccc(-c2cccc(C)n2->[Ir])n1->[Ir],ligand6072-0
891,CC1(C)c2cccc(P(=S->[Ir])(c3ccccc3)c3ccccc3)c2Oc2c1cccc2P(->[Ir])(c1ccccc1)c1ccccc1,ligand6090-0
892,[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)C=CN1c1c(C)cccn1->[Ir],ligand6119-0
893,Cn1c(C(C)(C)C)cc(-c2ccc3cccnc3n2->[Ir])n1->[Ir],ligand6126-0
894,[Be]=[C]1N(CN2C=CN(c3c(C)cc(C)cc3C)[C]2=[Be])C=CN1c1c(C)cc(C)cc1C,ligand6127-0
895,Cc1csc(-c2cccc(-c3cccc(-c4scc(C)n4->[Ir])n3)n2)n1->[Ir],ligand6136-0
896,CC(C)(C)P1(->[Ir])CN(c2ccccc2)CP(->[Ir])(C(C)(C)C)CN(c2ccccc2)C1,ligand6137-0
897,Fc1cccn(->[Ir])c1-c1c(F)cccn1->[Ir],ligand6140-0
898,CN(C)c1ccccc1-c1nn(->[Ir])c(-c2ccccc2N(C)(C)->[Ir])o1,ligand6147-0
899,CC1=CC(=N(->[Ir])c2ccccc2)C(=N(->[Ir])c2ccccc2)C=C1C,ligand6156-0
900,[Ir]<-S1CCCS(->[Ir])CCSCC1,ligand6176-0
901,Clc1nc2ccccc2n(->[Ir])c1-n1ccc(-c2ccco2)n1->[Ir],ligand6178-0
902,[Ir]<-n1ccccc1-c1ccn(Cc2ccc(Cn3ccc(-c4ccccn4)n3)cc2)n1->[Ir],ligand6203-0
903,Cc1ccc(-c2cc(-c3ccccn3)n(->[Ir])c(-c3ccccn3->[Ir])c2)cc1,ligand6222-0
904,Cc1scc(-c2csc(C)n2->[Ir])n1->[Ir],ligand6223-0
905,S=c1sc(SCCc2ccccn2->[Ir])c(SCCc2ccccn2->[Ir])s1,ligand6227-0
906,CC1(C)N(O)C(c2sccn2->[Ir])=N(->[Ir])C1(C)C,ligand6238-0
907,CCCCn1c(P(=O->[Ir])(c2ccccc2)c2ccccc2)c(P(=O->[Ir])(c2ccccc2)c2ccccc2)n(C)c1=S,ligand6246-0
908,CC(=CP(->[Ir])(c1ccccc1)c1ccccc1)CP(->[Ir])(c1ccccc1)c1ccccc1,ligand6257-0
909,[Ir]<-P(OCc1cccc(COP(->[Ir])(n2cccc2)n2cccc2)n1)(n1cccc1)n1cccc1,ligand6258-0
910,[Ir]<-N(CCCN(->[Ir])Cc1c2ccccc2cc2ccccc12)Cc1c2ccccc2cc2ccccc12,ligand6259-0
911,CC1(C)N(O)C(c2ccccn2->[Ir])=N(->[Ir])C1(C)C,ligand6269-0
912,CC(c1ccccn1)=N(->[Ir])NC(=O->[Ir])c1ccccc1,ligand6273-0
913,[Ir]<-n1c2cccc1CSCc1cccc(n1->[Ir])CSC2,ligand6275-0
914,[Ir]<-n1c(-c2[nH]c3ccccc3n2->[Ir])[nH]c2ccccc21,ligand6280-0
915,CC(C)C1COC(C2=C(C3=N(->[Ir])C(C(C)C)CO3)C3C4CCC3C3CCC4C23)=N1->[Ir],ligand6287-0
916,[Ir]<-S(CCN1(->[Ir])CCOCC1)c1ccccn1,ligand6303-0
917,[Ir]<-N(=C(CP(->[Ir])(c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,ligand6312-0
918,CC(C)c1cccc(C(C)C)c1N(->[Ir])=C1C(=N(->[Ir])c2c(C(C)C)cccc2C(C)C)c2cccc3cccc1c23,ligand6333-0
919,[Ir]<-P(c1ccccc1)(c1ccccc1)c1ncnn1Cn1ncnc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand6349-0
920,C[Si](C)(C)C#Cc1ccc(-c2ccc(C#C[Si](C)(C)C)cn2->[Ir])n(->[Ir])c1,ligand6352-0
921,CC1(C)COP(->[Ir])(c2ccccc2)OCCN1->[Ir],ligand6362-0
922,[Be]=[C]1N(C(C)=N(->[Ir])c2c(C(C)C)cccc2C(C)C)C=CN1c1c(C)cc(C)cc1C,ligand6363-0
923,[Ir]<-P(c1ccccc1)(c1ccccc1)c1ccccc1CN(Cc1ccccc1)P(->[Ir])(c1ccccc1)c1ccccc1,ligand6368-0
924,CCN(->[Ir])(CC)C(C)(C)C=N(->[Ir])c1ccccc1,ligand6369-0
925,Cc1c(C)c2cccn(->[Ir])c2c2c1cccn2->[Ir],ligand6374-0
926,N#CC(P(->[Ir])(c1ccccc1)c1ccccc1)P(->[Ir])(c1ccccc1)c1ccccc1,ligand6379-0
927,CC(C)(C)S(->[Ir])C=CS(->[Ir])C(C)(C)C,ligand6387-0
928,[Be]=[C]1N(C(c2ccccc2)=N(->[Ir])c2c(C)cccc2C)C=CN1C(C)(C)C,ligand6406-0
929,[Ir]<-S1CCOCCOCCOc2ccccc2OCCOCCOCCS(->[Ir])c2ccccc21,ligand6409-0
930,Cc1cccc(C)c1N(->[Ir])=C1c2ccccc2C2CCP(->[Ir])(c3ccccc3)C12,ligand6410-0
931,COC(=O)c1cccc(-c2cccc(C(=O)OC)n2->[Ir])n1->[Ir],ligand6415-0
932,[Ir]<-n1ccccc1-c1scc(-c2ccccc2)n1->[Ir],ligand6418-0
933,CC(C)C1COC(C(C)(C2=N(->[Ir])C(C(C)C)CO2)C2=N(->[Ir])C(C(C)C)CO2)=N1,ligand6422-0
934,[Ir]<-n1cccn1C(c1ccccc1Sc1ccccc1)n1cccn1->[Ir],ligand6423-0
935,CS(->[Ir])c1ccc2ccccc2c1-c1c(S(C)->[Ir])ccc2ccccc12,ligand6440-0
936,CC1(C)COC(c2ccc3ccccc3c2-c2c(P(->[Ir])(c3ccccc3)c3ccccc3)ccc3ccccc23)=N1->[Ir],ligand6442-0
937,Cc1ccn(->[Ir])c(C[Se](->[Ir])c2ccccc2)c1,ligand6443-0
938,[Ir]<-P(CNc1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,ligand6451-0
939,[Ir]<-O=C(Cc1ccccc1)NCc1ccccn1->[Ir],ligand6453-0
940,O=[N+]([O-])c1ccc(N(->[Ir])=Cc2ccccn2->[Ir])cc1,ligand6462-0
941,O=C(NN(->[Ir])=C(c1ccccc1)c1ccccn1->[Ir])c1ccncc1,ligand6463-0
942,CSc1ccn(->[Ir])c(-c2ccccn2->[Ir])c1,ligand6467-0
943,CCOP(=O)(OCC)C(c1ccccn1->[Ir])N(->[Ir])CCc1ccccc1,ligand6469-0
944,CN(C)(->[Ir])CCN(C)(->[Ir])Cc1ccccc1I,ligand6476-0
945,CCC[S+]([O-])(->[Ir])CC[S+]([O-])(->[Ir])CCC,ligand6485-0
946,Fc1ccc(CN(->[Ir])C2CCCCC2N(->[Ir])Cc2ccc(F)cc2)cc1,ligand6490-0
947,Cc1ccc2cccc(P(->[Ir])(c3ccccc3)c3ccccc3)c2n1->[Ir],ligand6501-0
948,CC(C)(C)P(->[Ir])(CP(->[Ir])(C(C)(C)C)C(C)(C)C)C(C)(C)C,ligand6502-0
949,Cc1ccccc1P(->[Ir])(Cc1ccccn1->[Ir])c1ccccc1C,ligand6511-0
950,Cc1cc(C)c(N(->[Ir])=C(c2ccccn2)c2ccccn2->[Ir])c(C)c1,ligand6533-0
951,Cn1nc(-c2ccccn2->[Ir])n(->[Ir])n1,ligand6540-0
952,CC(c1cccc(-c2c(C)cccc2C)n1->[Ir])=N(->[Ir])c1c(C(C)C)cccc1C(C)C,ligand6546-0
953,CC1=C(C)SC(=C2SC(P(->[Ir])(c3ccccc3)c3ccccc3)=C(P(->[Ir])(c3ccccc3)c3ccccc3)S2)S1,ligand6548-0
954,CC(C)(C)P(C)(->[Ir])CCP(C)(->[Ir])C(C)(C)C,ligand6560-0
955,CCC(=O->[Ir])N1C(=O->[Ir])OCC1Cc1ccccc1,ligand6564-0
956,CC(CC(C)=N(->[Ir])c1c(Cl)cccc1Cl)=N(->[Ir])c1c(Cl)cccc1Cl,ligand6570-0
957,Cc1cccc(CCc2cccc(C)n2->[Ir])n1->[Ir],ligand6572-0
958,[Be]=[C]1N(C)c2ccccc2N1c1ncccn1->[Ir],ligand6579-0
959,[Be]=[C](N)C(=CP(->[Ir])(c1ccccc1)c1ccccc1)OCC,ligand6596-0
960,CC(=NNC(N)=S->[Ir])C1=N(->[Ir])CCS1,ligand6614-0
961,CC(=O->[Ir])c1cccn1P(->[Ir])(c1ccccc1)c1ccccc1,ligand6619-0
962,CS(->[Ir])Cc1ccccn1->[Ir],ligand6620-0
963,CCCC(=O)N(c1ccccn1->[Ir])c1ccccn1->[Ir],ligand6642-0
964,CC(C)(C)c1ccn(Cc2ccccn2->[Ir])n1->[Ir],ligand6644-0
965,CCP(->[Ir])(CC)CCCCP(->[Ir])(CC)CC,ligand6648-0
966,[Ir]<-S1CCCCSCCN2(->[Ir])CCC#CCCN(CCC#CCC2)CC1,ligand6650-0
967,ClCC(NC(CCl)=N->[Ir])=N->[Ir],ligand6671-0
968,C[Si](C)(n1ccc2cccn(->[Ir])c21)n1ccc2cccn(->[Ir])c21,ligand6674-0
969,COC(=O)C(C)N(Cn1c(C)cc(C)n1->[Ir])Cn1c(C)cc(C)n1->[Ir],ligand6679-0
970,[Ir]<-Nc1ccccc1CP(->[Ir])(c1ccccc1)c1ccccc1,ligand6683-0
971,CC(C)P(->[Ir])(OCc1ccccc1-c1ccccc1OP(->[Ir])(C(C)C)C(C)C)C(C)C,ligand6687-0
972,[Be]=[C]1N(c2c(C)cc(C)cc2C)C=CN1c1oc2ccccc2n1->[Ir],ligand6694-0
973,CN(C)(->[Ir])C1CCCCC1N(C)(->[Ir])C[Si](C)(C)c1ccccc1,ligand6697-0
974,CSc1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1S(C)->[Ir],ligand6699-0
975,O=C(O)c1cccn(->[Ir])c1-c1c(C(=O)O)cccn1->[Ir],ligand6700-0
976,CSC(=S->[Ir])n1c(C)cc(C)n1->[Ir],ligand6710-0
977,CC(C)(C)c1cc(CCP(->[Ir])(c2ccccc2)c2ccccc2)n(->[Ir])[nH]1,ligand6714-0
978,Oc1ccc(NC(=O->[Ir])c2ccccn2->[Ir])cc1,ligand6716-0
979,NC(NN=Cc1ccccn1->[Ir])=S->[Ir],ligand6721-0
980,O=C(O)c1nc2c3cccn(->[Ir])c3c3c(cccn3->[Ir])c2nc1C(=O)O,ligand6722-0
981,CS(->[Ir])CCCS(C)->[Ir],ligand6725-0
982,CC1(C)COC(c2ccccn2->[Ir])N1->[Ir],ligand6726-0
983,O=C1NC23NC(=O)NC2(N1)c1cccn(->[Ir])c1-c1c3cccn1->[Ir],ligand6731-0
984,Cc1cccc(C)c1N(->[Ir])=CC1(C=N(->[Ir])c2c(C)cccc2C)C(c2ccccc2)CCC1c1ccccc1,ligand6734-0
985,CCCN(C)(->[Ir])C1CCCCC1N(C)(C)->[Ir],ligand6735-0
986,[Be]=[C]1N(C)C=CN1CCP(->[Ir])(c1ccccc1)c1ccccc1,ligand6743-0
987,[Ir]<-N(=Cc1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1)Cc1cccs1,ligand6747-0
