,enriched_smiles,name
2329,CC(NC(C)=N->[Ir])=N->[Ir],ligand15787-0
2330,CN(C)(->[Ir])CCN(->[Ir])=Cc1c(F)cccc1Cl,ligand15789-0
2331,[Ir]<-P(c1ccccc1)(c1ccccc1)c1ccccc1-c1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand15810-0
2332,[Ir]<-O=C(NN(->[Ir])=C1CCCC1)c1ccccc1,ligand15816-0
2333,[Be]=[C]1N(c2ccccn2)C=CN1c1ccccn1->[Ir],ligand15831-0
2334,[Ir]<-S1c2ccccc2CC1C1Cc2ccccc2S1->[Ir],ligand15833-0
2335,CS(->[Ir])CC(S(C)->[Ir])C(F)(F)F,ligand15837-0
2336,CCN(CC)C(C(=S->[Ir])[S-]->[Ir])=[N+](CC)CC,ligand15841-0
2337,CC(=CP(->[Ir])(c1ccccc1)c1ccccc1)p1(->[Ir])c2ccccc2c2ccccc21,ligand15847-0
2338,[Ir]<-P(CP(->[Ir])(n1cccc1)n1cccc1)(c1ccccc1)c1ccccc1,ligand15854-0
2339,CN(C)(->[Ir])c1ccccc1P(C)(->[Ir])c1ccccc1,ligand15857-0
2340,CCC1CSC(C2(C3=N(->[Ir])C(CC)CS3)CCCCC2)=N1->[Ir],ligand15875-0
2341,CCOP(=O)(OCC)C(CCS(C)->[Ir])N->[Ir],ligand15877-0
2342,[Ir]<-N(=Cc1c2ccccc2cc2ccccc12)Cc1ccccn1->[Ir],ligand15880-0
2343,Fc1c(F)c(F)c(P(->[Ir])(CP(->[Ir])(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,ligand15889-0
2344,CC12CC3(C)OC(C)(CC(C)(O1)P3(->[Ir])COP(->[Ir])(c1ccccc1)c1ccccc1)O2,ligand15909-0
2345,[Ir]<-N1CCCCC1C1CCCCN1->[Ir],ligand15915-0
2346,CC12CCC(c3cn(C(c4ccccc4O)n4cc5c(n4->[Ir])C4(C)CCC5C4(C)C)n(->[Ir])c31)C2(C)C,ligand15916-0
2347,[Be]=[C]1N(CC=C)C=CN1c1ccccn1->[Ir],ligand15917-0
2348,OCCN1(->[Ir])CCN(->[Ir])(CCO)CC1,ligand15930-0
2349,O=C(NP(->[Ir])(c1ccccc1)c1ccccc1)NP(->[Ir])(c1ccccc1)c1ccccc1,ligand15936-0
2350,Cc1cc(C)n(->[Ir])n1CCN(->[Ir])=Cc1ccc(Br)s1,ligand15939-0
2351,Fc1ccc(C=N(->[Ir])CCN(->[Ir])=Cc2ccc(F)cc2)cc1,ligand15940-0
2352,[Ir]<-n1cccn1CN(Cn1cccn1->[Ir])C(c1ccccc1)c1ccccc1,ligand15941-0
2353,COP(=O)(OC)C(P(->[Ir])(c1ccccc1)c1ccccc1)P(->[Ir])(c1ccccc1)c1ccccc1,ligand15954-0
2354,Fc1cc(F)c(F)c(S(->[Ir])CCP(->[Ir])(c2ccccc2)c2ccccc2)c1F,ligand15957-0
2355,[Ir]<-P(SP(->[Ir])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,ligand15974-0
2356,Cc1ccc(N(->[Ir])c2ccc(C)cc2-n2ccc(C(C)C)n2->[Ir])c(-n2ccc(C(C)C)n2)c1,ligand16001-0
2357,[Be]=[C]1N2C=CC=CC2=CN1C(C)C(C(C)C)S(->[Ir])C1CCCCC1,ligand16005-0
2358,[Ir]<-n1c(-n2cccn2)cccc1-n1cccn1->[Ir],ligand16012-0
2359,[Ir]<-N(=Cc1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1)N1Cc2ccc3ccccc3c2-c2c(ccc3ccccc23)C1,ligand16013-0
2360,[Be]=[C]1N(C(C)c2ccccc2)C=CN1C(c1ccccc1)S(->[Ir])C(C)(C)C,ligand16018-0
2361,[Ir]<-S(CCS(->[Ir])Cc1ccccn1)Cc1ccccn1,ligand16020-0
2362,CC(C)N(C(C)C)P(=O->[Ir])(c1ccccc1)c1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand16023-0
2363,Clc1nc2ccccc2nc1-n1ccc(-c2ccccn2->[Ir])n1->[Ir],ligand16031-0
2364,Cc1ccc(C(NC(=N->[Ir])N2CCCCC2)=N(->[Ir])N2CCCCC2)cc1,ligand16033-0
2365,Cc1ccc2c(n1->[Ir])-c1c(ccc(C)n1->[Ir])OCCOCCOCCOCCO2,ligand16038-0
2366,COC(=O)C1CN(C)(->[Ir])C(c2ccccn2->[Ir])C1C(=O)OC,ligand16042-0
2367,[Ir]<-N(c1ccccc1)c1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand16064-0
2368,[Ir]<-P(CCSCCSCCP(->[Ir])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,ligand16068-0
2369,Cn1c(-c2ccccc2-c2n(C)c3ccccc3n2->[Ir])n(->[Ir])c2ccccc21,ligand16097-0
2370,O=C(NN=C(c1ccccn1->[Ir])c1ccccn1->[Ir])c1ccccc1,ligand16104-0
2371,CN=C([S-]->[Ir])N(->[Ir])=NC(C)=C1C=CC=[S+]1,ligand16108-0
2372,[Ir]<-n1ccccc1CCN(Cc1ccc2ccccc2n1)Cc1ccc2ccccc2n1->[Ir],ligand16115-0
2373,[Ir]<-N1=C(c2ccccn2->[Ir])OCC1c1ccccc1,ligand16116-0
2374,COC(=O)CP(->[Ir])(CC(OC)=O->[Ir])C(C)(C)C,ligand16120-0
2375,CC(C)N(->[Ir])=C(c1ccccc1)P(->[Ir])(c1ccccc1)c1ccccc1,ligand16123-0
2376,CC(=O)c1c(C)nc2c(c(=O->[Ir])n(C)c(=O)n2C)n1->[Ir],ligand16131-0
2377,COc1ccccc1C(n1cccn1->[Ir])n1cccn1->[Ir],ligand16133-0
2378,Cc1ccc(NP(->[Ir])(c2ccccc2)c2ccccc2)c(NP(->[Ir])(c2ccccc2)c2ccccc2)c1,ligand16137-0
2379,CN(C)(->[Ir])Cc1ccccn1->[Ir],ligand16138-0
2380,CCC(C)C1COC(c2ccccc2OP(->[Ir])(n2cccc2)n2cccc2)=N1->[Ir],ligand16141-0
2381,[Ir]<-n1ccccc1-c1c(-c2ccccn2)[nH]c(-c2ccccc2)n1->[Ir],ligand16146-0
2382,Cn1ccn(CCn2ccn(C)c2=S->[Ir])c1=S->[Ir],ligand16156-0
2383,CC(c1ccccn1->[Ir])=N(->[Ir])N=c1[nH]c2ccccc2c2[nH]c3ccc(Br)cc3c12,ligand16158-0
2384,[Ir]<-n1ccccc1C(=C1SC=CS1)c1ccccn1->[Ir],ligand16160-0
2385,CCN(->[Ir])C(C)CC(C)P(->[Ir])(c1ccccc1)c1ccccc1,ligand16169-0
2386,O=S1CCCSCCP(->[Ir])(c2ccccc2)CCS(->[Ir])CCC1,ligand16170-0
2387,CCOCc1c2ccccn2c(-c2ccccn2->[Ir])n1->[Ir],ligand16178-0
2388,[Ir]<-n1c(-c2n(Cc3ccc4ccccc4n3)c3ccccc3n2->[Ir])ccc2ccccc21,ligand16184-0
2389,[Ir]<-O1CCOC1c1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand16188-0
2390,CCCCSC(=S->[Ir])C(SCCCC)=S->[Ir],ligand16190-0
2391,CC(C)(C)c1ccc2ccc3ccc(C(C)(C)C)n(->[Ir])c3c2n1->[Ir],ligand16200-0
2392,CC(c1ccccn1->[Ir])=N(->[Ir])NC(=O)c1ccccc1N,ligand16206-0
2393,Nc1ccc(C=N(->[Ir])c2ccccc2)n(->[Ir])c1,ligand16229-0
2394,[Ir]<-n1cscc1-c1cscn1->[Ir],ligand16235-0
2395,[Ir]<-N(CC[Se]Cc1ccccc1)CC[Se](->[Ir])Cc1ccccc1,ligand16247-0
2396,CC(C)(OP(->[Ir])(c1ccccc1)c1ccccc1)c1ccccn1->[Ir],ligand16249-0
2397,[Ir]<-n1cccc(-c2ccnc(SCCSc3nccc(-c4cccn(->[Ir])c4)n3)n2)c1,ligand16252-0
2398,CC1CCC(C)P1(->[Ir])CN(C)CP1(->[Ir])C(C)CCC1C,ligand16267-0
2399,Cc1cccc(-c2n[nH]c(C(C)(C)C)n2->[Ir])n1->[Ir],ligand16271-0
2400,CN(CCN(C)Cc1ccccn1->[Ir])Cc1ccccn1->[Ir],ligand16272-0
2401,CCOC(=O->[Ir])c1ccccc1C(OCC)=O->[Ir],ligand16281-0
2402,CN1C(=O)C(CO)N(->[Ir])=C(c2ccccn2->[Ir])c2cc(Br)ccc21,ligand16292-0
2403,Cc1cc(C)n(->[Ir])n1CCCOP(->[Ir])(c1ccccc1)c1ccccc1,ligand16305-0
2404,CCN(CC)c1ccc2cc(C(NN(->[Ir])=Cc3ccccc3)=O->[Ir])c(=O)oc2c1,ligand16306-0
2405,CC(CO->[Ir])CP(->[Ir])(c1ccccc1)c1ccccc1,ligand16313-0
2406,CC(C)(C)P(->[Ir])(Cc1ccccc1CP(->[Ir])(c1ccccc1)c1ccccc1)C(C)(C)C,ligand16340-0
2407,Cc1cc(C)c(N2CC[N+](c3c(C)cc(C)cc3C)=C2C(=S->[Ir])[S-]->[Ir])c(C)c1,ligand16344-1
2408,CC1(C)OP(->[Ir])(OC(C)(C)C(C)(C)O->[Ir])OC1(C)C,ligand16346-0
2409,[Be]=[C]1N(CCCC)C=CN1Cc1ccccn1->[Ir],ligand16374-0
2410,CC(C)c1cccc(-c2cccc(N=N(->[Ir])c3ccccc3)n2->[Ir])n1,ligand16387-0
2411,CCN(CC)C(N(CC)CC)=N(->[Ir])CCCN(->[Ir])(CC)CC,ligand16403-0
2412,[Ir]<-n1ccccc1C1(c2ccccn2->[Ir])OCCO1,ligand16405-0
2413,CCS(->[Ir])Cc1ccccn1->[Ir],ligand16412-0
2414,Cc1cc(C)n(->[Ir])n1CN(Cn1c(C)cc(C)n1->[Ir])c1ccccc1,ligand16418-0
2415,CC(C)S(->[Ir])C(C)CC(C)S(->[Ir])C(C)C,ligand16434-0
2416,[Ir]<-N1=C(CP(->[Ir])(c2ccccc2)c2ccccc2)SCC1,ligand16435-0
2417,Brc1cccc(CN(Cc2ccccn2->[Ir])Cc2cccc(Br)n2->[Ir])n1,ligand16443-0
2418,FC(F)C(F)(F)COCc1ccc(-c2ccc(COCC(F)(F)C(F)F)cn2->[Ir])n(->[Ir])c1,ligand16447-0
2419,O=C(O)c1ccc(N=N->[Ir])n(->[Ir])c1,ligand16452-0
2420,CS(->[Ir])CCC(N->[Ir])C(=O)O,ligand16476-0
2421,CC(=NO)C(=O)NN(->[Ir])=C(C)c1ccccn1->[Ir],ligand16478-0
2422,[Ir]<-n1ccccc1CCOCc1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand16481-0
2423,[Be]=[C]1N(CN2C=CN(C(C)C)[C]2=[Be])C=CN1C(C)C,ligand16482-0
2424,[Ir]<-N(=Cc1ccc2cccnc2n1->[Ir])Nc1ccccc1,ligand16492-0
2425,FC(F)(F)c1ccccc1P(->[Ir])(CCP(->[Ir])(c1ccccc1)c1ccccc1)c1ccccc1C(F)(F)F,ligand16497-0
2426,Brc1cc2ccc3cccn(->[Ir])c3c2n(->[Ir])c1,ligand16499-0
2427,CC(C)c1cccc(C(C)C)c1-n1ccn(->[Ir])c1C=N(->[Ir])C12CC3CC(CC(C3)C1)C2,ligand16517-0
2428,[Ir]<-n1cccn1CCCn1cccn1->[Ir],ligand16519-0
2429,[Be]=[C](NCC(=O)OC)Oc1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand16523-0
2430,CC1(C)COC(c2ccccn2->[Ir])=N1->[Ir],ligand16525-0
2431,[Ir]<-N1CCCC1C1CCCN1->[Ir],ligand16528-0
2432,NC(NN(->[Ir])=Cc1ccccc1)=O->[Ir],ligand16529-0
2433,CN(C)C(N(C)C)=N(->[Ir])c1ccccc1N(->[Ir])=C(N(C)C)N(C)C,ligand16534-0
2434,CN(C)(->[Ir])c1ccccc1C=O->[Ir],ligand16536-0
2435,Clc1ccc(NN(->[Ir])=C(c2ccccc2)c2ccccn2->[Ir])cc1,ligand16541-0
2436,CNC(=S->[Ir])C(NC)=S->[Ir],ligand16547-0
2437,[Ir]<-NC(CO->[Ir])c1ccccc1,ligand16552-0
2438,CCn1ccn(->[Ir])c1N=N(->[Ir])c1cccc2ccccc12,ligand16553-0
2439,COc1cccc(OC)c1P(->[Ir])(c1ccccc1)c1c(OC)cccc1O(C)->[Ir],ligand16563-0
2440,[Ir]<-P1(CP2(->[Ir])C(c3ccccc3)CCC2c2ccccc2)C(c2ccccc2)CCC1c1ccccc1,ligand16565-0
2441,Cc1cccc(C=NCC2OC(O(C)->[Ir])C(O)C(O)C2O)n1->[Ir],ligand16578-0
2442,Cc1cc(Cl)c2cc(F)c3c(Cl)cc(C)n(->[Ir])c3c2n1->[Ir],ligand16593-0
2443,COc1ccc(C)cc1P(->[Ir])(c1cc(C)ccc1OC)N(C)P(->[Ir])(c1cc(C)ccc1OC)c1cc(C)ccc1OC,ligand16610-0
2444,Cc1c(C)n(C(C)C)c(=N(->[Ir])CCN(C)(C)->[Ir])n1C(C)C,ligand16613-0
2445,[Ir]<-P(Oc1ccccc1)(Oc1ccccc1)C1CCCC1P(->[Ir])(c1ccccc1)c1ccccc1,ligand16619-0
2446,CN(->[Ir])CCCP(->[Ir])(c1ccccc1)c1ccccc1,ligand16624-0
2447,CN1(->[Ir])CN2CN(C1)CP(C)(->[Ir])C2,ligand16632-0
2448,CS(=O)(->[Ir])CCP(->[Ir])(c1ccccc1)c1ccccc1,ligand16637-0
2449,Cc1cc(C)c(N(C=N(->[Ir])c2c(C)cc(C)cc2C)P(->[Ir])(c2ccccc2)c2ccccc2)c(C)c1,ligand16643-0
2450,CC(C)c1cc(C(C)C)n(->[Ir])n1CCOCCn1c(C(C)C)cc(C(C)C)n1->[Ir],ligand16651-0
2451,CN(C)c1ccccc1P(CP(->[Ir])(c1ccccc1N(C)C)c1ccccc1N(C)(C)->[Ir])c1ccccc1N(C)C,ligand16661-0
2452,Cc1cc(C)n(->[Ir])n1-c1ccccc1N(C)(C)->[Ir],ligand16662-0
2453,CSCc1cc(CS(C)->[Ir])c(CS(C)->[Ir])cc1CSC,ligand16677-0
2454,CS(->[Ir])CCS(->[Ir])CCn1cnc2c(N)ncnc21,ligand16678-0
2455,CS(->[Ir])CCSCCn1cnc2c(N)ncn(->[Ir])c21,ligand16679-0
2456,CCCN(P(->[Ir])(c1ccccc1)c1ccccc1)P(->[Ir])(c1ccccc1)c1ccccc1,ligand16694-0
2457,O=Cc1ccc(C=NN(->[Ir])=Cc2ccccn2->[Ir])cc1,ligand16696-0
2458,Cc1cc(-c2cccc(-c3cc(C)[nH]n3->[Ir])n2)n(->[Ir])[nH]1,ligand16708-0
2459,CP(C)(->[Ir])c1ccccc1P(C)(->[Ir])c1ccccc1Cl,ligand16711-0
2460,[Be]=[C]1N(C)C=CN1Cc1ccccc1P(->[Ir])(C1CCCCC1)C1CCCCC1,ligand16715-0
2461,[Be]=[C]1N(C)C=CN1Cc1c(C)cc(C)c(CN2C=CN(C)[C]2=[Be])c1C,ligand16738-0
2462,[Ir]<-n1ccccc1-c1cccnn1->[Ir],ligand16750-0
2463,C=Cc1ccc(CC(O)(c2ccccn2->[Ir])c2ccccn2->[Ir])cc1,ligand16754-0
2464,O=C(NN(->[Ir])=Cc1sc2ccccc2n1->[Ir])c1ccccn1,ligand16768-0
2465,Cc1cc(C)c(P(->[Ir])(c2ccccc2P2(->[Ir])C3(C)CC4(C)OC(C)(CC2(C)O4)O3)c2c(C)cc(C)cc2C)c(C)c1,ligand16771-0
2466,Cc1ccc(N(->[Ir])=Cc2cccc(Br)n2->[Ir])cc1,ligand16779-0
2467,Cc1cc([As](->[Ir])(c2ccccc2)c2cc(C)cc3cccn(->[Ir])c23)c2ncccc2c1,ligand16781-0
2468,[Ir]<-n1c(CSc2[nH]c3ccccc3n2->[Ir])[nH]c2ccccc21,ligand16784-0
2469,Fc1cccc(-c2cccc(F)n2->[Ir])n1->[Ir],ligand16792-0
2470,CC(c1cccs1)=N(->[Ir])Nc1ccccn1->[Ir],ligand16799-0
2471,Cn1c(C=Cc2n(C)c3ccccc3n2->[Ir])n(->[Ir])c2ccccc21,ligand16801-0
2472,CC(c1cccc(C(C)N(C)(C)->[Ir])n1->[Ir])N(C)C,ligand16807-0
2473,CC1CCC(C)P1(->[Ir])CCP(->[Ir])(c1ccccc1)c1ccccc1,ligand16816-0
2474,COc1ccccc1N(->[Ir])=C(C)c1ccccn1->[Ir],ligand16820-0
2475,Fc1ccccc1C=N(->[Ir])CCN(->[Ir])=Cc1ccccc1F,ligand16836-0
2476,[Ir]<-s1cccc1-c1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand16846-0
2477,CO(->[Ir])CCP(->[Ir])(C1CCCCC1)C1CCCCC1,ligand16855-0
2478,Cc1nc2cccn(->[Ir])c2n(->[Ir])c1C,ligand16859-0
2479,CC(C(c1ccccc1)P(->[Ir])(c1ccccc1)c1ccccc1)N(->[Ir])Cc1ccccc1,ligand16861-0
2480,CC(=NN(->[Ir])=Cc1ccccn1->[Ir])c1nc2c(=O)n(C)c(=O)n(C)c2nc1C,ligand16878-0
2481,CN(N(C)P(Cl)(Cl)->[Ir])P(Cl)(Cl)->[Ir],ligand16897-0
2482,CCNP(->[Ir])(c1ccccc1)N(C(C)C)P(->[Ir])(c1ccccc1)c1ccccc1,ligand16906-0
2483,CC(C)(C)N1(->[Ir])CC1C(N->[Ir])c1ccccc1,ligand16907-0
2484,CCc1cc(N(->[Ir])=C2N(C)CCN2C)c2c(cccn2->[Ir])c1,ligand16913-0
2485,COC(=O)c1cc(-c2cc(C(=O)OC)c3ccccc3n2->[Ir])n(->[Ir])c2ccccc12,ligand16926-0
2486,[Ir]<-n1ccsc1-c1cc(-c2cccs2)cc(-c2nccs2)n1->[Ir],ligand16931-0
2487,CC(C(C)=C(C)P(->[Ir])(c1ccccc1)c1ccccc1)=C(C)P(->[Ir])(c1ccccc1)c1ccccc1,ligand16957-0
2488,[Ir]<-P(c1ccccc1)(c1ccccc1)C(CB1C2CCCC1CCC2)P(->[Ir])(c1ccccc1)c1ccccc1,ligand16977-0
2489,[Ir]<-Nc1ccccc1-c1[nH]c2ccccc2n1->[Ir],ligand16982-0
2490,[Ir]<-P1(CCP2(->[Ir])CCCC2Cc2ccccc2)CCCC1Cc1ccccc1,ligand16986-0
2491,[Ir]<-N=C(NC(=N->[Ir])c1ccccc1)c1ccccc1,ligand17005-0
2492,CN(C)(->[Ir])CCCN(->[Ir])=Cc1ccc(Cl)cc1,ligand17006-0
2493,[Ir]<-NCc1cn(Cc2ccccc2)nn1->[Ir],ligand17008-0
2494,[Ir]<-n1nc(-c2ccccc2)c(P(c2ccccc2)c2ccccc2)n1-c1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand17021-0
2495,Cc1csc(NP(->[Ir])(c2ccccc2)c2ccccc2)n1->[Ir],ligand17042-0
2496,COP(OC)(=O->[Ir])C(C)(O)P(OC)(OC)=O->[Ir],ligand17052-0
2497,NC(NN(->[Ir])=Cc1ccccc1)=S->[Ir],ligand17054-0
2498,[Ir]<-O=C1C(c2sc3ccccc3c2[O-]->[Ir])=[S+]c2ccccc21,ligand17055-0
2499,CN(C)C(N1CCOCC1)=N(->[Ir])Cc1ccccn1->[Ir],ligand17061-0
2500,CC(C)Cc1cccc(C2=N(->[Ir])C(C(C)(C)C)CO2)n1->[Ir],ligand17086-0
2501,CC(c1ccccn1->[Ir])=N(->[Ir])NC(=O)c1ccncc1,ligand17101-0
2502,[Be]=[C](C(C)C(CC(=O)c1ccccc1)c1ccccc1)N(Cc1ccccc1)N(C)(C)->[Ir],ligand17118-0
2503,[Ir]<-O1CCOCCOCCO(->[Ir])CC1,ligand17125-0
2504,COC1=CC=CC(=C=N(->[Ir])c2ccc(C)cc2)C1=O->[Ir],ligand17132-0
2505,CCCCn1n[o+]c(N(->[Ir])=C(C)[O-])c1P(->[Ir])(c1ccccc1)c1ccccc1,ligand17135-0
2506,CC(C)P(->[Ir])(NCCCP(->[Ir])(c1ccccc1)c1ccccc1)C(C)C,ligand17136-0
2507,CCCN(->[Ir])Cc1ccccn1->[Ir],ligand17149-0
2508,[Ir]<-N12C3CCC(C3)C1C(c1ccccc1)(c1ccccc1)OC2c1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand17153-0
2509,[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)C=CN1c1ccc(C(F)(F)F)cn1->[Ir],ligand17174-0
2510,[Ir]<-N(=CNc1ccccn1)c1ccccn1->[Ir],ligand17176-0
2511,[Be]=[C]1N(c2ccccc2)C=CN1C(c1ccccc1)c1ccccn1->[Ir],ligand17183-0
2512,CC(C)c1cc(C(C)C)n(->[Ir])n1CCP(->[Ir])(c1ccccc1)c1ccccc1,ligand17184-0
2513,[Ir]<-n1ccccc1-c1cn(C23CC4CC(CC(C4)C2)C3)nn1->[Ir],ligand17185-0
2514,[Ir]<-N(=Cc1ccccn1->[Ir])C1CC1,ligand17193-0
2515,[Be]=[C]1N(CCP(->[Ir])(c2ccccc2)c2ccccc2)C=CN1c1c(C)cc(C)cc1C,ligand17203-0
2516,[Ir]<-n1ccccc1CN1(->[Ir])C(c2ccccc2)C1c1ccccc1,ligand17216-0
2517,CN(C)(->[Ir])C(CP(->[Ir])(c1ccccc1)c1ccccc1)c1ccccc1,ligand17220-0
2518,COc1ccccc1P(->[Ir])(CCP(->[Ir])(c1ccccc1)c1ccccc1OC)c1ccccc1,ligand17225-0
2519,[Be]=[C]1N(C)c2ccccc2N1c1ccc2ccccc2c1-c1c(N2[C](=[Be])N(C)c3ccccc32)ccc2ccccc12,ligand17233-0
2520,C=CCC(C)(CP(->[Ir])(c1ccccc1)c1ccccc1)CP(->[Ir])(c1ccccc1)c1ccccc1,ligand17236-0
2521,CC(Op1(->[Ir])oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)P(->[Ir])(c1ccccc1)c1ccccc1,ligand17241-0
2522,[Ir]<-NC1CCCCC1NCc1ccccn1->[Ir],ligand17248-0
2523,[Be]=[C]1N(CCN(->[Ir])C(C)(C)C)C=CN1c1c(C)cc(C)cc1C,ligand17252-0
2524,COc1ccccc1CN(->[Ir])=Cc1ccccn1->[Ir],ligand17267-0
2525,CSc1ccccc1N(->[Ir])=C(N=N(->[Ir])c1ccc(Br)cc1)C(C)=O,ligand17275-0
2526,[Be]=[C]1N(CC)C=CN1c1ccccn1->[Ir],ligand17276-0
2527,CN(C)CCCNCC(P(->[Ir])(c1ccccc1)c1ccccc1)P(->[Ir])(c1ccccc1)c1ccccc1,ligand17278-0
2528,CC(C)C1COC(c2cccc(C3=N(->[Ir])C(C(C)C)CO3)n2->[Ir])=N1,ligand17280-0
2529,OCc1cccn(->[Ir])c1-c1c(CO)cccn1->[Ir],ligand17290-0
2530,[Ir]<-n1ccccc1C(=C1SC2=C(SCCOCCOCCOCCOCCS2)S1)c1ccccn1->[Ir],ligand17291-0
2531,CSc1cc(-c2ccccc2)n(->[Ir])c(-c2ccccn2->[Ir])c1,ligand17309-0
2532,Oc1cc(-c2ccccc2)n(->[Ir])c(-c2ccccn2->[Ir])c1,ligand17312-0
2533,C[Se]CC(C[Se]C)(C[Se](C)->[Ir])C[Se](C)->[Ir],ligand17322-0
2534,C[Si](C)(C)c1cn(Cc2ccccn2->[Ir])n(->[Ir])n1,ligand17324-0
2535,[Ir]<-n1cccc2c1-c1c(cccn1->[Ir])C2,ligand17343-0
2536,CC(C)(C)c1cc(C(C)(C)C)n(Cc2cccc(Cn3c(C(C)(C)C)cc(C(C)(C)C)n3->[Ir])n2->[Ir])n1,ligand17346-0
2537,CNC(=S->[Ir])c1ccccn1->[Ir],ligand17361-0
2538,[Ir]<-N(CCN(->[Ir])c1cccc2cccnc12)c1cccc2cccnc12,ligand17363-0
2539,CCCN(CCC)C(=O)Cc1c(-c2sccn2->[Ir])n(->[Ir])c2c(Cl)cc(Cl)cn12,ligand17377-0
2540,[Ir]<-P(CCP(->[Ir])(c1ccccn1)c1ccccn1)(c1ccccn1)c1ccccn1,ligand17383-0
2541,CCOP(CP(OCC)(OCC)=O->[Ir])(OCC)=O->[Ir],ligand17384-0
2542,COCCN(C)(->[Ir])c1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand17388-0
2543,Cn1c(-c2ccccn2->[Ir])n(->[Ir])c2c3ccccc3c3ccccc3c21,ligand17397-0
2544,Cc1ccc(C(Cc2ccccn2->[Ir])Cc2ccccn2->[Ir])cc1,ligand17410-0
2545,CN1CCS(->[Ir])Cc2ccc3ccc4ccc(nc4c3n2)CS(->[Ir])CC1,ligand17411-0
2546,N#Cc1nc(-c2ccccn2->[Ir])c(-c2ccccn2->[Ir])nc1C#N,ligand17420-0
2547,CCOC(=O)Cn1ccc(-c2ccccn2->[Ir])n1->[Ir],ligand17445-0
2548,CC(C)c1cccc(C(C)C)c1N(->[Ir])=C(c1ccccc1)C(C)(O->[Ir])c1ccccc1,ligand17447-0
2549,CC(C)N(->[Ir])C(C)c1ccccn1->[Ir],ligand17455-0
2550,Clc1cccc(Cl)c1C=N(->[Ir])CCN(->[Ir])=Cc1c(Cl)cccc1Cl,ligand17457-0
2551,[Ir]<-N(=CC=C(c1ccccc1)c1ccccc1)CCN(->[Ir])=CC=C(c1ccccc1)c1ccccc1,ligand17462-0
2552,Cc1ccc([S+]([O-])(->[Ir])c2ccccc2C2=N(->[Ir])C(C(C)C)CO2)cc1,ligand17477-0
2553,CC1(C)C2CC(=N(O)->[Ir])C(C)(N(C)(C)->[Ir])CC21,ligand17478-0
2554,CCCN(->[Ir])=Cc1ccccc1P(->[Ir])(c1ccccc1)c1ccccc1,ligand17479-0
2555,CC(C)C1CN2CC(C)(C)CN3CC(C(C)C)N(->[Ir])=C3C2=N1->[Ir],ligand17491-0
2556,Cc1cccc(N(->[Ir])=Nc2ccccn2->[Ir])c1,ligand17494-0
2557,CC(C)P(->[Ir])(CN(Cc1cccs1)CP(->[Ir])(C(C)C)C(C)C)C(C)C,ligand17495-0
2558,[Ir]<-n1cccc2c3nc4cc5ccccc5cc4nc3c3cccn(->[Ir])c3c21,ligand17497-0
2559,CC(C)(C)c1cn(-c2ccccn2->[Ir])n(->[Ir])n1,ligand17517-0
2560,Clc1ccn(->[Ir])c(-c2cc(Cl)ccn2->[Ir])c1,ligand17518-0
2561,[Be]=[C]1N(c2ccccn2->[Ir])C=CN1C(Cc1ccccc1)C(=O)N(CC)CC,ligand17519-0
2562,[Be]=[C]1N(CCCN2C=CN(Cc3cccc4ccccc34)[C]2=[Be])C=CN1Cc1cccc2ccccc12,ligand17521-0
2563,CCOP(=O)(OCC)C(N(->[Ir])CCc1ccccn1->[Ir])P(=O)(OCC)OCC,ligand17525-0
2564,COCCCN(Cc1ccccn1->[Ir])Cc1ccccn1->[Ir],ligand17539-0
2565,Brc1cccc(-c2cc(-c3ccccn3->[Ir])n(->[Ir])[nH]2)c1,ligand17540-0
2566,Clc1ccc(-n2cc(-c3ccccn3->[Ir])n(->[Ir])n2)cc1,ligand17549-0
2567,Clc1ccc(-n2ccc(-c3ccccn3->[Ir])n2->[Ir])nn1,ligand17550-0
2568,[Ir]<-n1ccccc1SC(Sc1ccccn1)Sc1ccccn1->[Ir],ligand17554-0
2569,CC1=C(C)C2C(C(=S->[Ir])N(C)C)CC1P2(->[Ir])c1ccccc1,ligand17558-0
2570,CC1=C(C)C(C2C(C)=C(C)CP2(->[Ir])c2ccccc2)P(->[Ir])(c2ccccc2)C1,ligand17560-0
